"[0.4206, 0.9137]","[0.555, 0.8304]","[0.6322, 0.7213]","[0.713, 0.6417]","[0.7152, 0.559]","[0.3882, 0.5054]","[0.384, 0.3156]","[0.3892, 0.1939]","[0.3767, 0.101]","[0.3349, 0.5184]","[0.4479, 0.356]","[0.6041, 0.3958]","[0.6935, 0.4723]","[0.3114, 0.5489]","[0.4462, 0.3952]","[0.6012, 0.4399]","[0.6854, 0.5161]","[0.3194, 0.5944]","[0.432, 0.4721]","[0.5557, 0.4699]","[0.6385, 0.5029]"
"[0.3929, 0.9535]","[0.5316, 0.8446]","[0.6344, 0.7242]","[0.7135, 0.6435]","[0.7232, 0.5647]","[0.3823, 0.5027]","[0.3871, 0.3211]","[0.3921, 0.1985]","[0.3802, 0.0982]","[0.333, 0.5145]","[0.4584, 0.3514]","[0.6085, 0.3868]","[0.6852, 0.4585]","[0.3124, 0.5459]","[0.4539, 0.394]","[0.6003, 0.4366]","[0.676, 0.5071]","[0.3205, 0.5959]","[0.4377, 0.4729]","[0.5568, 0.4756]","[0.6345, 0.5116]"
"[0.3939, 0.9645]","[0.5377, 0.8459]","[0.6366, 0.7256]","[0.7145, 0.6404]","[0.7144, 0.559]","[0.3736, 0.5042]","[0.3823, 0.3192]","[0.3935, 0.1975]","[0.3855, 0.098]","[0.3257, 0.5167]","[0.4508, 0.3432]","[0.6042, 0.3806]","[0.6802, 0.4567]","[0.3075, 0.5488]","[0.4494, 0.3913]","[0.5983, 0.4312]","[0.6741, 0.5015]","[0.3175, 0.6016]","[0.4361, 0.4773]","[0.5547, 0.479]","[0.6303, 0.5167]"
"[0.3799, 0.9778]","[0.5348, 0.8454]","[0.6318, 0.7239]","[0.71, 0.6412]","[0.7135, 0.5637]","[0.363, 0.5094]","[0.3805, 0.3218]","[0.3921, 0.1975]","[0.3839, 0.0973]","[0.3168, 0.5216]","[0.4565, 0.3519]","[0.6085, 0.3881]","[0.6832, 0.4626]","[0.3046, 0.5528]","[0.4536, 0.3958]","[0.6016, 0.4354]","[0.6767, 0.5062]","[0.3241, 0.6021]","[0.4398, 0.4747]","[0.5559, 0.4775]","[0.6316, 0.5168]"
"[0.3811, 0.9819]","[0.5378, 0.8438]","[0.6345, 0.7223]","[0.7109, 0.6394]","[0.718, 0.5607]","[0.3619, 0.5076]","[0.379, 0.3214]","[0.3918, 0.197]","[0.3849, 0.0969]","[0.3176, 0.5205]","[0.4507, 0.3468]","[0.6045, 0.3818]","[0.6807, 0.4584]","[0.3075, 0.5523]","[0.4509, 0.3938]","[0.5994, 0.4324]","[0.6733, 0.5034]","[0.3285, 0.6032]","[0.4429, 0.4764]","[0.5587, 0.4796]","[0.6312, 0.521]"
"[0.3799, 0.9863]","[0.5339, 0.8451]","[0.6332, 0.7246]","[0.7114, 0.6419]","[0.714, 0.5591]","[0.3651, 0.5083]","[0.3794, 0.3206]","[0.3913, 0.1966]","[0.385, 0.0966]","[0.321, 0.52]","[0.4517, 0.3487]","[0.6066, 0.3844]","[0.6845, 0.462]","[0.3084, 0.5513]","[0.4511, 0.3943]","[0.6011, 0.4342]","[0.6766, 0.5063]","[0.3257, 0.6018]","[0.4399, 0.4746]","[0.5578, 0.4795]","[0.6326, 0.5228]"
"[0.384, 0.9845]","[0.5345, 0.8477]","[0.6334, 0.7253]","[0.7105, 0.6411]","[0.7156, 0.5586]","[0.3658, 0.5075]","[0.3823, 0.3191]","[0.3949, 0.1956]","[0.3884, 0.0956]","[0.3208, 0.519]","[0.4543, 0.3477]","[0.6067, 0.385]","[0.6835, 0.4614]","[0.3078, 0.5497]","[0.452, 0.3946]","[0.5993, 0.4341]","[0.6752, 0.5055]","[0.3247, 0.5991]","[0.4411, 0.4769]","[0.5573, 0.4798]","[0.6321, 0.5195]"
"[0.3835, 0.9829]","[0.5364, 0.8426]","[0.6384, 0.7234]","[0.7159, 0.6398]","[0.7139, 0.5548]","[0.3745, 0.506]","[0.3834, 0.3196]","[0.3946, 0.197]","[0.3877, 0.0981]","[0.3308, 0.5181]","[0.4567, 0.3507]","[0.6077, 0.3866]","[0.6841, 0.4616]","[0.3159, 0.5486]","[0.4545, 0.3956]","[0.5994, 0.4336]","[0.6739, 0.5047]","[0.3299, 0.5975]","[0.4432, 0.4749]","[0.5571, 0.4783]","[0.6297, 0.5199]"
"[0.392, 0.9795]","[0.5382, 0.8459]","[0.6352, 0.7242]","[0.7107, 0.6368]","[0.7093, 0.547]","[0.3679, 0.5067]","[0.3837, 0.3208]","[0.3949, 0.1986]","[0.3852, 0.1004]","[0.322, 0.5193]","[0.4517, 0.3476]","[0.6055, 0.3824]","[0.6821, 0.4563]","[0.3081, 0.5499]","[0.4499, 0.3963]","[0.5986, 0.4332]","[0.6741, 0.5044]","[0.3234, 0.599]","[0.4435, 0.4778]","[0.5591, 0.4803]","[0.6313, 0.5206]"
"[0.3868, 0.9798]","[0.5385, 0.8426]","[0.6388, 0.7232]","[0.7143, 0.6397]","[0.7106, 0.5577]","[0.3697, 0.5051]","[0.3842, 0.3212]","[0.3952, 0.1986]","[0.3875, 0.1003]","[0.3249, 0.5169]","[0.4556, 0.3504]","[0.6052, 0.3855]","[0.681, 0.4599]","[0.3111, 0.5474]","[0.4528, 0.3953]","[0.5969, 0.4314]","[0.6722, 0.4997]","[0.3272, 0.597]","[0.4378, 0.4741]","[0.5516, 0.4756]","[0.6272, 0.515]"
