"[0.5235, 0.7999]","[0.4037, 0.7845]","[0.2938, 0.7008]","[0.3124, 0.6169]","[0.4097, 0.5761]","[0.3503, 0.4214]","[0.3031, 0.215]","[0.2848, 0.081]","[0.2748, -0.034]","[0.4729, 0.4211]","[0.5052, 0.3614]","[0.516, 0.5323]","[0.5097, 0.6624]","[0.5851, 0.4535]","[0.6234, 0.4218]","[0.6099, 0.5781]","[0.5831, 0.6862]","[0.6855, 0.5037]","[0.7198, 0.4602]","[0.6956, 0.5767]","[0.6644, 0.6573]"
"[0.5297, 0.824]","[0.3992, 0.7887]","[0.2901, 0.6911]","[0.3179, 0.6115]","[0.4148, 0.5689]","[0.3596, 0.4175]","[0.3053, 0.1968]","[0.2853, 0.0631]","[0.2722, -0.0485]","[0.4844, 0.4208]","[0.5182, 0.3623]","[0.5272, 0.5376]","[0.5165, 0.6665]","[0.5925, 0.451]","[0.6293, 0.4226]","[0.6142, 0.5806]","[0.5857, 0.6858]","[0.6863, 0.4994]","[0.7251, 0.4516]","[0.7023, 0.5683]","[0.6692, 0.6485]"
"[0.5351, 0.8375]","[0.4006, 0.7903]","[0.294, 0.6933]","[0.3268, 0.6171]","[0.4271, 0.5732]","[0.3621, 0.4239]","[0.3094, 0.2064]","[0.2923, 0.0808]","[0.2816, -0.0251]","[0.4888, 0.4245]","[0.5242, 0.3693]","[0.5312, 0.5425]","[0.518, 0.674]","[0.5975, 0.4521]","[0.6326, 0.4308]","[0.6163, 0.5837]","[0.5885, 0.6921]","[0.6915, 0.4977]","[0.7255, 0.458]","[0.7004, 0.572]","[0.6668, 0.6548]"
"[0.5365, 0.8422]","[0.3994, 0.7962]","[0.2967, 0.6972]","[0.335, 0.6212]","[0.4345, 0.5799]","[0.3651, 0.4221]","[0.3112, 0.2004]","[0.2932, 0.068]","[0.2801, -0.0428]","[0.4901, 0.4225]","[0.5302, 0.3706]","[0.537, 0.543]","[0.5206, 0.6742]","[0.5983, 0.4512]","[0.6378, 0.4326]","[0.6193, 0.5844]","[0.5869, 0.6928]","[0.6904, 0.4989]","[0.7305, 0.4626]","[0.7039, 0.5766]","[0.666, 0.6594]"
"[0.5348, 0.8467]","[0.3992, 0.7984]","[0.2975, 0.6994]","[0.3342, 0.6235]","[0.4334, 0.5806]","[0.365, 0.4226]","[0.3121, 0.2002]","[0.2951, 0.0698]","[0.2844, -0.0407]","[0.4922, 0.4237]","[0.5308, 0.374]","[0.5346, 0.5507]","[0.5199, 0.6805]","[0.6017, 0.4535]","[0.6384, 0.4342]","[0.617, 0.589]","[0.5875, 0.6954]","[0.6955, 0.5019]","[0.7321, 0.4624]","[0.7026, 0.5772]","[0.6667, 0.6579]"
"[0.5366, 0.8495]","[0.401, 0.7997]","[0.2983, 0.7021]","[0.3341, 0.6273]","[0.4335, 0.5847]","[0.3665, 0.4249]","[0.3143, 0.2093]","[0.296, 0.0821]","[0.2848, -0.0266]","[0.4943, 0.4238]","[0.5313, 0.377]","[0.5316, 0.5518]","[0.5149, 0.6805]","[0.6044, 0.4529]","[0.6395, 0.4378]","[0.615, 0.59]","[0.584, 0.6945]","[0.6982, 0.5006]","[0.7339, 0.4643]","[0.7027, 0.5762]","[0.6659, 0.6543]"
"[0.5385, 0.8511]","[0.402, 0.8011]","[0.2971, 0.7012]","[0.3358, 0.6254]","[0.4389, 0.5858]","[0.3672, 0.4313]","[0.3146, 0.214]","[0.298, 0.0872]","[0.2877, -0.021]","[0.4948, 0.4305]","[0.5342, 0.3759]","[0.535, 0.5492]","[0.5155, 0.6798]","[0.6048, 0.459]","[0.6412, 0.4404]","[0.6185, 0.5931]","[0.5861, 0.6998]","[0.6989, 0.5056]","[0.735, 0.4701]","[0.7057, 0.5825]","[0.6689, 0.662]"
"[0.5403, 0.852]","[0.4052, 0.8042]","[0.3027, 0.7059]","[0.3403, 0.6321]","[0.443, 0.5924]","[0.371, 0.4294]","[0.3169, 0.2099]","[0.2999, 0.0821]","[0.2884, -0.0247]","[0.4996, 0.4318]","[0.5383, 0.378]","[0.5412, 0.5512]","[0.5214, 0.6808]","[0.6099, 0.4629]","[0.6445, 0.4419]","[0.6229, 0.5939]","[0.5891, 0.6989]","[0.7034, 0.5117]","[0.7387, 0.4732]","[0.7114, 0.5838]","[0.6742, 0.6616]"
"[0.5415, 0.8535]","[0.4068, 0.8055]","[0.3044, 0.7077]","[0.3438, 0.6346]","[0.4475, 0.5957]","[0.372, 0.4336]","[0.3218, 0.217]","[0.3045, 0.0901]","[0.2939, -0.0184]","[0.5007, 0.4347]","[0.5415, 0.3819]","[0.542, 0.5586]","[0.5228, 0.6887]","[0.6111, 0.4651]","[0.6495, 0.445]","[0.6252, 0.5993]","[0.591, 0.7043]","[0.705, 0.5135]","[0.7435, 0.4743]","[0.7136, 0.5865]","[0.6751, 0.6643]"
"[0.5426, 0.8548]","[0.4043, 0.8034]","[0.3033, 0.7017]","[0.3455, 0.6283]","[0.4501, 0.592]","[0.3708, 0.433]","[0.3182, 0.215]","[0.2998, 0.0841]","[0.2876, -0.0265]","[0.4993, 0.4351]","[0.5382, 0.3775]","[0.5411, 0.5527]","[0.524, 0.6857]","[0.6098, 0.4664]","[0.6446, 0.4436]","[0.6232, 0.5965]","[0.591, 0.7033]","[0.7034, 0.516]","[0.7398, 0.4768]","[0.7117, 0.5869]","[0.6748, 0.6645]"
"[0.5444, 0.8553]","[0.4054, 0.803]","[0.3043, 0.7037]","[0.3473, 0.6307]","[0.4518, 0.5932]","[0.3743, 0.4344]","[0.3242, 0.222]","[0.3075, 0.0968]","[0.2965, -0.0092]","[0.5034, 0.4372]","[0.5384, 0.3759]","[0.5406, 0.5481]","[0.5234, 0.679]","[0.6137, 0.4688]","[0.645, 0.4442]","[0.6221, 0.5947]","[0.5884, 0.6992]","[0.7076, 0.5185]","[0.7416, 0.4781]","[0.7118, 0.5851]","[0.6724, 0.6609]"
"[0.5456, 0.8551]","[0.4096, 0.8045]","[0.3095, 0.7072]","[0.3489, 0.633]","[0.45, 0.5933]","[0.3792, 0.4351]","[0.329, 0.2207]","[0.3119, 0.0961]","[0.3004, -0.0087]","[0.5073, 0.4401]","[0.5444, 0.38]","[0.5456, 0.5513]","[0.526, 0.68]","[0.617, 0.4726]","[0.6507, 0.4462]","[0.627, 0.597]","[0.5914, 0.7007]","[0.71, 0.5222]","[0.7481, 0.4799]","[0.7187, 0.5866]","[0.6787, 0.6618]"
