"[0.5724, 0.7822]","[0.4501, 0.773]","[0.3219, 0.6968]","[0.302, 0.6115]","[0.3963, 0.59]","[0.4019, 0.4137]","[0.3417, 0.2267]","[0.3035, 0.0915]","[0.2743, -0.0234]","[0.527, 0.4058]","[0.4938, 0.352]","[0.4805, 0.5164]","[0.4815, 0.622]","[0.6425, 0.4462]","[0.6219, 0.4214]","[0.5818, 0.5683]","[0.5601, 0.6598]","[0.7432, 0.5147]","[0.7295, 0.4988]","[0.6788, 0.6065]","[0.6451, 0.6727]"
"[0.5949, 0.8117]","[0.4531, 0.7797]","[0.3204, 0.6898]","[0.3016, 0.6011]","[0.4003, 0.5917]","[0.398, 0.4089]","[0.3313, 0.2156]","[0.2958, 0.0886]","[0.2729, -0.015]","[0.5287, 0.3989]","[0.5002, 0.3463]","[0.4855, 0.5029]","[0.4747, 0.6188]","[0.6469, 0.4348]","[0.6265, 0.4269]","[0.5853, 0.5674]","[0.5496, 0.6615]","[0.7504, 0.5]","[0.7328, 0.502]","[0.681, 0.6011]","[0.6408, 0.6631]"
"[0.603, 0.8145]","[0.4562, 0.7744]","[0.3244, 0.6962]","[0.2922, 0.6128]","[0.395, 0.5814]","[0.3991, 0.4091]","[0.3365, 0.2209]","[0.3015, 0.1027]","[0.2782, 0.0055]","[0.5305, 0.4011]","[0.5001, 0.3452]","[0.4846, 0.4997]","[0.4731, 0.6197]","[0.6477, 0.4332]","[0.6209, 0.4285]","[0.583, 0.5679]","[0.5493, 0.666]","[0.7502, 0.4928]","[0.728, 0.4944]","[0.6784, 0.596]","[0.6386, 0.665]"
"[0.6035, 0.8184]","[0.4549, 0.7733]","[0.3215, 0.6876]","[0.2975, 0.5999]","[0.4042, 0.576]","[0.4032, 0.4054]","[0.3404, 0.221]","[0.305, 0.1037]","[0.2829, 0.0088]","[0.5321, 0.3994]","[0.499, 0.3435]","[0.482, 0.4976]","[0.4742, 0.6201]","[0.6483, 0.433]","[0.6241, 0.4234]","[0.5847, 0.563]","[0.5529, 0.6639]","[0.7508, 0.4937]","[0.7298, 0.4985]","[0.68, 0.598]","[0.6426, 0.6661]"
"[0.6029, 0.8172]","[0.4572, 0.7748]","[0.3259, 0.6903]","[0.3004, 0.6035]","[0.4008, 0.5716]","[0.4053, 0.4038]","[0.3389, 0.2147]","[0.3019, 0.0935]","[0.2787, -0.0044]","[0.5342, 0.3981]","[0.5004, 0.3434]","[0.483, 0.4984]","[0.4752, 0.62]","[0.6504, 0.4319]","[0.6232, 0.4225]","[0.5846, 0.5625]","[0.5543, 0.6623]","[0.7527, 0.4927]","[0.7266, 0.4971]","[0.6768, 0.5969]","[0.6415, 0.6636]"
"[0.6043, 0.814]","[0.4573, 0.7747]","[0.3256, 0.6925]","[0.3026, 0.6086]","[0.4032, 0.5796]","[0.4023, 0.404]","[0.3379, 0.212]","[0.3051, 0.09]","[0.2838, -0.0077]","[0.5327, 0.3984]","[0.5012, 0.3472]","[0.4867, 0.5]","[0.4777, 0.6211]","[0.6502, 0.431]","[0.6217, 0.4261]","[0.586, 0.563]","[0.5551, 0.6614]","[0.7537, 0.4898]","[0.7271, 0.4938]","[0.6794, 0.5909]","[0.6431, 0.6572]"
"[0.6101, 0.8194]","[0.461, 0.7806]","[0.3253, 0.6964]","[0.3024, 0.6093]","[0.4106, 0.5835]","[0.4035, 0.4134]","[0.3392, 0.2257]","[0.3043, 0.107]","[0.2821, 0.0109]","[0.5347, 0.4058]","[0.5041, 0.348]","[0.4903, 0.502]","[0.4822, 0.6219]","[0.652, 0.4376]","[0.6255, 0.4289]","[0.5897, 0.5675]","[0.5601, 0.6635]","[0.7566, 0.4957]","[0.7329, 0.4973]","[0.6846, 0.5949]","[0.6474, 0.6591]"
"[0.6074, 0.8215]","[0.46, 0.7798]","[0.3261, 0.6948]","[0.3047, 0.6052]","[0.4123, 0.5802]","[0.408, 0.4126]","[0.348, 0.2213]","[0.3158, 0.0988]","[0.2952, -0.0003]","[0.5372, 0.4068]","[0.5054, 0.3503]","[0.4903, 0.5031]","[0.4822, 0.6242]","[0.6532, 0.4395]","[0.6288, 0.4284]","[0.5905, 0.5663]","[0.5575, 0.6651]","[0.7559, 0.4987]","[0.7344, 0.4982]","[0.6858, 0.594]","[0.6474, 0.6596]"
"[0.6072, 0.8249]","[0.4626, 0.7774]","[0.3314, 0.6878]","[0.3165, 0.601]","[0.423, 0.5796]","[0.4178, 0.4107]","[0.3585, 0.2202]","[0.3278, 0.1018]","[0.3086, 0.0065]","[0.5462, 0.409]","[0.5186, 0.3478]","[0.5006, 0.5012]","[0.4893, 0.6232]","[0.6611, 0.4438]","[0.6411, 0.4271]","[0.5997, 0.5656]","[0.5642, 0.6653]","[0.762, 0.504]","[0.745, 0.5005]","[0.6944, 0.597]","[0.6534, 0.663]"
"[0.6135, 0.821]","[0.4706, 0.7733]","[0.3415, 0.683]","[0.3283, 0.5946]","[0.4325, 0.5723]","[0.4322, 0.405]","[0.3744, 0.2038]","[0.3453, 0.077]","[0.3277, -0.0261]","[0.5589, 0.4097]","[0.533, 0.3452]","[0.5128, 0.5]","[0.5031, 0.6219]","[0.6727, 0.4491]","[0.6521, 0.4237]","[0.6094, 0.5628]","[0.5757, 0.6626]","[0.7729, 0.5123]","[0.7544, 0.4998]","[0.7066, 0.595]","[0.6717, 0.6595]"
"[0.6219, 0.8251]","[0.4845, 0.7731]","[0.3591, 0.6796]","[0.3537, 0.591]","[0.4607, 0.5725]","[0.4602, 0.4055]","[0.4129, 0.2084]","[0.3925, 0.0911]","[0.38, -0.0059]","[0.5877, 0.4125]","[0.5748, 0.3456]","[0.5522, 0.4976]","[0.5376, 0.6159]","[0.6993, 0.4534]","[0.6895, 0.4324]","[0.645, 0.5662]","[0.6125, 0.6601]","[0.7967, 0.5172]","[0.7939, 0.5009]","[0.748, 0.5887]","[0.7166, 0.6475]"
"[0.6274, 0.827]","[0.4974, 0.7727]","[0.378, 0.6635]","[0.3909, 0.5777]","[0.5052, 0.5775]","[0.4909, 0.3985]","[0.4602, 0.1917]","[0.4482, 0.0704]","[0.443, -0.0318]","[0.6167, 0.4156]","[0.6224, 0.3393]","[0.5951, 0.4951]","[0.5763, 0.6039]","[0.7257, 0.4629]","[0.7329, 0.4329]","[0.6805, 0.5721]","[0.6433, 0.6559]","[0.8198, 0.5301]","[0.8295, 0.5006]","[0.7795, 0.5897]","[0.745, 0.6398]"
"[0.6467, 0.8364]","[0.51, 0.7712]","[0.3985, 0.6541]","[0.4232, 0.5677]","[0.542, 0.5694]","[0.5266, 0.4017]","[0.5148, 0.1973]","[0.5117, 0.0761]","[0.5117, -0.0281]","[0.6507, 0.4251]","[0.6748, 0.3305]","[0.6463, 0.4765]","[0.6207, 0.5792]","[0.7556, 0.4771]","[0.7755, 0.4253]","[0.7273, 0.5548]","[0.6885, 0.6352]","[0.8428, 0.5482]","[0.8675, 0.4975]","[0.8196, 0.58]","[0.7806, 0.6333]"
"[0.6511, 0.8347]","[0.5236, 0.7657]","[0.4253, 0.6369]","[0.4647, 0.5559]","[0.5801, 0.5618]","[0.5617, 0.3984]","[0.564, 0.1813]","[0.576, 0.0573]","[0.5892, -0.0484]","[0.684, 0.4294]","[0.7224, 0.3409]","[0.6837, 0.4848]","[0.6477, 0.5863]","[0.7843, 0.4848]","[0.8127, 0.4372]","[0.7569, 0.5617]","[0.7123, 0.6389]","[0.8659, 0.5566]","[0.8959, 0.5087]","[0.8458, 0.5873]","[0.8048, 0.635]"
"[0.656, 0.8358]","[0.5288, 0.7594]","[0.4453, 0.6298]","[0.5018, 0.5581]","[0.6099, 0.5639]","[0.5839, 0.3884]","[0.5951, 0.1705]","[0.6155, 0.0438]","[0.6354, -0.0638]","[0.7069, 0.4255]","[0.7532, 0.3428]","[0.7096, 0.4873]","[0.6676, 0.5898]","[0.805, 0.4853]","[0.836, 0.4451]","[0.7773, 0.566]","[0.7282, 0.6422]","[0.8845, 0.5601]","[0.9142, 0.5177]","[0.8613, 0.5944]","[0.8163, 0.6413]"
"[0.6643, 0.8426]","[0.5391, 0.7609]","[0.4617, 0.6246]","[0.529, 0.5564]","[0.6431, 0.5702]","[0.6107, 0.3858]","[0.628, 0.1716]","[0.6515, 0.051]","[0.6747, -0.0512]","[0.7326, 0.4264]","[0.7863, 0.354]","[0.7373, 0.4988]","[0.689, 0.595]","[0.8279, 0.4881]","[0.8645, 0.4633]","[0.7992, 0.5837]","[0.7433, 0.6523]","[0.9013, 0.5635]","[0.9381, 0.534]","[0.8821, 0.6117]","[0.832, 0.6541]"
"[0.6734, 0.8446]","[0.5527, 0.7572]","[0.4844, 0.6218]","[0.5573, 0.5619]","[0.6684, 0.574]","[0.6336, 0.3863]","[0.662, 0.1748]","[0.6926, 0.0544]","[0.7217, -0.0495]","[0.7525, 0.4306]","[0.8152, 0.3563]","[0.7623, 0.5011]","[0.7108, 0.5981]","[0.8439, 0.4951]","[0.8876, 0.4706]","[0.8187, 0.5907]","[0.76, 0.6583]","[0.9138, 0.5733]","[0.9555, 0.5454]","[0.8967, 0.6216]","[0.8438, 0.6619]"
"[0.6769, 0.8461]","[0.5597, 0.7493]","[0.5, 0.6154]","[0.5724, 0.556]","[0.6777, 0.5644]","[0.6571, 0.3886]","[0.6903, 0.185]","[0.727, 0.065]","[0.7603, -0.0373]","[0.7738, 0.439]","[0.8451, 0.3612]","[0.7839, 0.4926]","[0.7198, 0.589]","[0.8624, 0.5098]","[0.9121, 0.4793]","[0.8367, 0.5869]","[0.7689, 0.656]","[0.9271, 0.5932]","[0.9757, 0.5591]","[0.9152, 0.626]","[0.858, 0.6685]"
"[0.6849, 0.8473]","[0.5684, 0.7469]","[0.5151, 0.6073]","[0.5943, 0.5512]","[0.6994, 0.5659]","[0.6785, 0.3873]","[0.7253, 0.1856]","[0.7676, 0.0669]","[0.8062, -0.0337]","[0.793, 0.4438]","[0.8788, 0.3651]","[0.8165, 0.4934]","[0.7544, 0.5906]","[0.8759, 0.5192]","[0.9367, 0.4801]","[0.8641, 0.5821]","[0.8017, 0.6523]","[0.9336, 0.6072]","[0.9825, 0.5734]","[0.925, 0.6349]","[0.8741, 0.6757]"
"[0.6849, 0.8443]","[0.5752, 0.7386]","[0.5324, 0.5997]","[0.6196, 0.548]","[0.7265, 0.5627]","[0.6986, 0.3849]","[0.7507, 0.182]","[0.7963, 0.0617]","[0.8379, -0.0404]","[0.8088, 0.4448]","[0.9002, 0.3679]","[0.8318, 0.4918]","[0.7631, 0.5852]","[0.8878, 0.5236]","[0.9565, 0.4848]","[0.8771, 0.5835]","[0.8076, 0.6505]","[0.9401, 0.6153]","[0.9891, 0.5915]","[0.9246, 0.6498]","[0.8675, 0.6859]"
