[0.6063, 0.7893],[0.5754, 0.769],[0.557, 0.714],[0.5683, 0.6631],[0.5892, 0.6468],[0.5618, 0.6538],[0.5595, 0.5873],[0.5608, 0.5443],[0.563, 0.5081],[0.5823, 0.6466],[0.5791, 0.5735],[0.5791, 0.524],[0.5796, 0.4819],[0.6021, 0.6538],[0.606, 0.6043],[0.6053, 0.6423],[0.6036, 0.6787],[0.6212, 0.6686],[0.6227, 0.6352],[0.62, 0.6607],[0.6173, 0.6888]
[0.6057, 0.8038],[0.5735, 0.7703],[0.5559, 0.7124],[0.5675, 0.6585],[0.5901, 0.6416],[0.5615, 0.655],[0.5587, 0.5877],[0.5602, 0.5456],[0.5629, 0.5087],[0.5818, 0.6486],[0.5776, 0.5738],[0.5772, 0.5239],[0.5781, 0.481],[0.602, 0.6572],[0.6069, 0.6046],[0.6044, 0.6474],[0.6011, 0.6877],[0.6212, 0.673],[0.6227, 0.6382],[0.6197, 0.6649],[0.6163, 0.6936]
[0.6043, 0.8089],[0.5733, 0.7721],[0.5568, 0.7136],[0.5692, 0.6582],[0.5933, 0.639],[0.5601, 0.6533],[0.5579, 0.5854],[0.5598, 0.5433],[0.5633, 0.5064],[0.5811, 0.6486],[0.5771, 0.5734],[0.577, 0.524],[0.5784, 0.4799],[0.6016, 0.6582],[0.6075, 0.6055],[0.6028, 0.65],[0.598, 0.6894],[0.621, 0.6759],[0.622, 0.6396],[0.6183, 0.6664],[0.6145, 0.6945]
[0.6047, 0.8079],[0.5727, 0.7706],[0.5569, 0.7123],[0.5684, 0.6577],[0.5925, 0.6391],[0.5604, 0.6515],[0.558, 0.5843],[0.5593, 0.5425],[0.5625, 0.5055],[0.5814, 0.648],[0.577, 0.5748],[0.5766, 0.5238],[0.5776, 0.4808],[0.6018, 0.6578],[0.6077, 0.6065],[0.6039, 0.6504],[0.5993, 0.6895],[0.6208, 0.673],[0.6218, 0.6393],[0.6189, 0.6665],[0.6157, 0.6949]
[0.6052, 0.8105],[0.5732, 0.7736],[0.5564, 0.7132],[0.5679, 0.6577],[0.5928, 0.6415],[0.5602, 0.6523],[0.5581, 0.5848],[0.5597, 0.5432],[0.5631, 0.5063],[0.5812, 0.6477],[0.577, 0.5743],[0.5768, 0.524],[0.578, 0.4798],[0.6018, 0.6573],[0.608, 0.6052],[0.6043, 0.6497],[0.5998, 0.6904],[0.6211, 0.6742],[0.6222, 0.6387],[0.6192, 0.6655],[0.6162, 0.6946]
[0.6047, 0.8093],[0.5725, 0.7715],[0.5568, 0.7124],[0.5679, 0.6584],[0.592, 0.6411],[0.5603, 0.6514],[0.5581, 0.5846],[0.5596, 0.5429],[0.563, 0.5056],[0.5813, 0.6478],[0.5768, 0.5749],[0.5766, 0.5234],[0.5777, 0.4799],[0.6016, 0.6582],[0.6081, 0.6055],[0.6046, 0.6502],[0.6001, 0.6905],[0.621, 0.6736],[0.6221, 0.6385],[0.6191, 0.6659],[0.6158, 0.6948]
[0.6046, 0.8105],[0.5727, 0.7728],[0.5561, 0.714],[0.5669, 0.6586],[0.5899, 0.6411],[0.5597, 0.6536],[0.5575, 0.5859],[0.5586, 0.5445],[0.5614, 0.5068],[0.5806, 0.6487],[0.5766, 0.577],[0.5761, 0.5261],[0.5769, 0.4816],[0.6009, 0.6577],[0.6077, 0.6062],[0.6048, 0.6499],[0.6009, 0.6907],[0.6202, 0.6731],[0.6218, 0.6383],[0.6191, 0.6651],[0.6159, 0.6949]
[0.6045, 0.8083],[0.5719, 0.7702],[0.5563, 0.7126],[0.5676, 0.6593],[0.5911, 0.6428],[0.5593, 0.6515],[0.5571, 0.5845],[0.5588, 0.5428],[0.5624, 0.5053],[0.5802, 0.6477],[0.5759, 0.5755],[0.576, 0.5241],[0.5776, 0.4801],[0.6007, 0.6575],[0.6077, 0.6067],[0.6047, 0.6515],[0.6005, 0.6922],[0.62, 0.6733],[0.6221, 0.6386],[0.6192, 0.6659],[0.6157, 0.6953]
[0.6049, 0.8102],[0.5725, 0.7736],[0.5558, 0.7135],[0.5673, 0.6592],[0.5914, 0.6422],[0.5594, 0.6523],[0.5572, 0.5849],[0.559, 0.5431],[0.5626, 0.5058],[0.5806, 0.6481],[0.5762, 0.5747],[0.576, 0.5238],[0.5772, 0.48],[0.6012, 0.6577],[0.6078, 0.6056],[0.6044, 0.6509],[0.5999, 0.6915],[0.6208, 0.6735],[0.6221, 0.6386],[0.6189, 0.6668],[0.6155, 0.6959]
[0.6046, 0.8099],[0.5717, 0.7719],[0.5551, 0.7127],[0.5667, 0.6581],[0.5906, 0.6433],[0.5594, 0.653],[0.5572, 0.586],[0.5585, 0.5443],[0.5618, 0.5069],[0.5805, 0.6493],[0.5763, 0.5758],[0.576, 0.5244],[0.577, 0.4804],[0.6011, 0.6586],[0.6079, 0.6066],[0.6042, 0.6516],[0.5993, 0.6918],[0.6206, 0.6737],[0.622, 0.639],[0.6187, 0.667],[0.6151, 0.6961]
[0.6045, 0.8099],[0.5716, 0.7727],[0.5549, 0.7128],[0.5671, 0.6587],[0.591, 0.6442],[0.5591, 0.6531],[0.557, 0.5858],[0.5586, 0.544],[0.562, 0.5067],[0.5801, 0.6492],[0.5759, 0.5755],[0.5758, 0.5244],[0.5769, 0.4803],[0.6007, 0.6586],[0.6077, 0.6066],[0.6043, 0.6525],[0.5997, 0.6927],[0.6201, 0.6741],[0.6221, 0.6396],[0.6188, 0.6681],[0.6148, 0.6968]
