"[0.5855, 0.9196]","[0.4219, 0.8964]","[0.3168, 0.7375]","[0.3734, 0.5833]","[0.5033, 0.5349]","[0.3822, 0.5601]","[0.3649, 0.3532]","[0.3704, 0.2186]","[0.3789, 0.1054]","[0.4889, 0.5393]","[0.4637, 0.2946]","[0.456, 0.1372]","[0.4578, -0.0033]","[0.592, 0.5586]","[0.5956, 0.4056]","[0.5735, 0.5407]","[0.5576, 0.655]","[0.6986, 0.6078]","[0.686, 0.5001]","[0.6602, 0.5958]","[0.6409, 0.6873]"
"[0.5938, 0.9607]","[0.4148, 0.889]","[0.3109, 0.7296]","[0.3795, 0.5844]","[0.4977, 0.5344]","[0.3719, 0.5481]","[0.3634, 0.3443]","[0.3718, 0.2117]","[0.3799, 0.0984]","[0.4812, 0.5292]","[0.4656, 0.2641]","[0.464, 0.091]","[0.4686, -0.0559]","[0.5927, 0.5529]","[0.5893, 0.4146]","[0.5657, 0.5474]","[0.5517, 0.6675]","[0.7023, 0.6071]","[0.6839, 0.4972]","[0.6578, 0.5825]","[0.6415, 0.6731]"
"[0.5909, 0.9849]","[0.4081, 0.89]","[0.3107, 0.727]","[0.3773, 0.575]","[0.4988, 0.5261]","[0.3751, 0.5425]","[0.363, 0.3402]","[0.3672, 0.2127]","[0.3743, 0.0986]","[0.4833, 0.5252]","[0.4605, 0.274]","[0.4551, 0.116]","[0.4595, -0.0199]","[0.5925, 0.5515]","[0.5936, 0.4168]","[0.5654, 0.5581]","[0.5489, 0.6795]","[0.7009, 0.6082]","[0.6816, 0.4979]","[0.6533, 0.591]","[0.6386, 0.6824]"
"[0.5862, 0.9953]","[0.403, 0.8953]","[0.3075, 0.7313]","[0.3719, 0.5751]","[0.4907, 0.5324]","[0.3774, 0.5527]","[0.3625, 0.349]","[0.3652, 0.2207]","[0.3712, 0.1052]","[0.4852, 0.5372]","[0.4634, 0.2782]","[0.4579, 0.115]","[0.4625, -0.0264]","[0.5936, 0.5639]","[0.5958, 0.4144]","[0.5631, 0.5595]","[0.5448, 0.6843]","[0.703, 0.6209]","[0.6823, 0.5038]","[0.6501, 0.599]","[0.6343, 0.6928]"
"[0.5844, 0.9941]","[0.4032, 0.8956]","[0.3066, 0.7309]","[0.3696, 0.5707]","[0.4922, 0.5296]","[0.3758, 0.5541]","[0.3628, 0.3476]","[0.3665, 0.2184]","[0.3734, 0.1018]","[0.4844, 0.5377]","[0.4617, 0.265]","[0.455, 0.0844]","[0.4596, -0.0723]","[0.5934, 0.5637]","[0.5976, 0.4132]","[0.5645, 0.5561]","[0.5452, 0.6825]","[0.7038, 0.6183]","[0.6818, 0.5043]","[0.6513, 0.598]","[0.6367, 0.6914]"
"[0.5897, 1.0029]","[0.4088, 0.9008]","[0.3132, 0.7349]","[0.3734, 0.5747]","[0.4944, 0.5289]","[0.38, 0.5513]","[0.3621, 0.3475]","[0.3639, 0.2212]","[0.3706, 0.1068]","[0.487, 0.5361]","[0.4639, 0.2859]","[0.4563, 0.1315]","[0.46, -0.0007]","[0.5945, 0.562]","[0.6, 0.4165]","[0.5652, 0.561]","[0.545, 0.6847]","[0.7029, 0.6178]","[0.6843, 0.5063]","[0.652, 0.6017]","[0.6383, 0.6941]"
"[0.5872, 0.9967]","[0.4073, 0.9041]","[0.3087, 0.7336]","[0.3721, 0.5799]","[0.4997, 0.5328]","[0.3777, 0.5571]","[0.361, 0.3488]","[0.3666, 0.2195]","[0.3758, 0.1042]","[0.4859, 0.5395]","[0.4587, 0.2716]","[0.4512, 0.1007]","[0.4541, -0.0481]","[0.5958, 0.5651]","[0.598, 0.4157]","[0.5665, 0.5585]","[0.5461, 0.6837]","[0.7066, 0.6216]","[0.6855, 0.5098]","[0.6549, 0.5997]","[0.6394, 0.6914]"
"[0.5898, 0.9987]","[0.4065, 0.9017]","[0.3107, 0.7354]","[0.3748, 0.5771]","[0.4959, 0.5248]","[0.3785, 0.5537]","[0.3597, 0.3478]","[0.3616, 0.2203]","[0.3688, 0.1047]","[0.4854, 0.5393]","[0.4585, 0.2906]","[0.4499, 0.1341]","[0.4526, -0.0006]","[0.5929, 0.5638]","[0.5975, 0.4163]","[0.5642, 0.5588]","[0.5433, 0.6854]","[0.7018, 0.6167]","[0.6822, 0.5066]","[0.6486, 0.5982]","[0.6313, 0.6928]"
"[0.5879, 0.989]","[0.4076, 0.9026]","[0.3062, 0.732]","[0.3701, 0.5797]","[0.4937, 0.5296]","[0.3757, 0.5521]","[0.3604, 0.3449]","[0.3656, 0.2149]","[0.3738, 0.0997]","[0.4847, 0.5352]","[0.4591, 0.2592]","[0.4533, 0.0767]","[0.4582, -0.0824]","[0.5947, 0.5623]","[0.5944, 0.4166]","[0.5636, 0.5583]","[0.545, 0.6836]","[0.7041, 0.6186]","[0.6804, 0.5105]","[0.6519, 0.6009]","[0.6379, 0.6926]"
"[0.5884, 1.0007]","[0.4065, 0.8974]","[0.3085, 0.7341]","[0.374, 0.5722]","[0.4999, 0.5233]","[0.378, 0.5473]","[0.3598, 0.3443]","[0.36, 0.2186]","[0.3649, 0.1039]","[0.4851, 0.5328]","[0.46, 0.287]","[0.4518, 0.1341]","[0.4548, 0.003]","[0.5923, 0.5599]","[0.5951, 0.4161]","[0.5626, 0.5587]","[0.5443, 0.6834]","[0.6999, 0.6152]","[0.6799, 0.5027]","[0.6481, 0.5969]","[0.6347, 0.6912]"
"[0.5874, 0.9936]","[0.402, 0.9018]","[0.3026, 0.7328]","[0.3697, 0.5778]","[0.4932, 0.5291]","[0.3742, 0.557]","[0.3601, 0.3487]","[0.3655, 0.2185]","[0.3744, 0.1017]","[0.4824, 0.54]","[0.4563, 0.2719]","[0.4504, 0.0964]","[0.4552, -0.0557]","[0.5917, 0.5646]","[0.5924, 0.4172]","[0.5619, 0.5572]","[0.5441, 0.6843]","[0.7018, 0.6173]","[0.6788, 0.509]","[0.6495, 0.5971]","[0.6361, 0.6894]"
