"[0.4266, 0.8483]","[0.6154, 0.7732]","[0.7384, 0.5934]","[0.7416, 0.4125]","[0.692, 0.3003]","[0.5908, 0.4225]","[0.6134, 0.3031]","[0.6232, 0.462]","[0.6081, 0.5365]","[0.4745, 0.433]","[0.5035, 0.3157]","[0.5255, 0.5003]","[0.5068, 0.547]","[0.3622, 0.464]","[0.3979, 0.3685]","[0.4256, 0.5373]","[0.4039, 0.5774]","[0.2404, 0.5053]","[0.2958, 0.4197]","[0.3275, 0.5305]","[0.3042, 0.571]"
"[0.4244, 0.8544]","[0.6063, 0.7804]","[0.7375, 0.5963]","[0.7467, 0.4171]","[0.6922, 0.3026]","[0.586, 0.4252]","[0.6141, 0.2954]","[0.621, 0.4531]","[0.6067, 0.5312]","[0.4724, 0.4379]","[0.508, 0.3154]","[0.5243, 0.4974]","[0.5024, 0.553]","[0.361, 0.4668]","[0.4006, 0.3689]","[0.4264, 0.5388]","[0.4057, 0.5886]","[0.2381, 0.5088]","[0.2985, 0.4192]","[0.3311, 0.5313]","[0.3097, 0.5775]"
"[0.4237, 0.8649]","[0.6047, 0.7807]","[0.7344, 0.5984]","[0.7448, 0.4218]","[0.6931, 0.3031]","[0.5804, 0.425]","[0.609, 0.2964]","[0.6154, 0.4554]","[0.602, 0.5327]","[0.4688, 0.4385]","[0.5046, 0.3187]","[0.5206, 0.5031]","[0.5007, 0.56]","[0.3581, 0.4674]","[0.397, 0.3719]","[0.422, 0.5433]","[0.4031, 0.5948]","[0.235, 0.5091]","[0.2947, 0.4189]","[0.3271, 0.5304]","[0.3073, 0.5781]"
"[0.4236, 0.8673]","[0.607, 0.7846]","[0.735, 0.6025]","[0.7439, 0.4242]","[0.6961, 0.3001]","[0.5839, 0.422]","[0.6106, 0.2969]","[0.6199, 0.4541]","[0.6088, 0.5377]","[0.4718, 0.436]","[0.5054, 0.319]","[0.5235, 0.5006]","[0.5063, 0.5626]","[0.3605, 0.4662]","[0.3985, 0.373]","[0.4258, 0.5425]","[0.4101, 0.5963]","[0.2379, 0.5112]","[0.2972, 0.4228]","[0.3303, 0.5354]","[0.3121, 0.5844]"
"[0.4257, 0.8713]","[0.6083, 0.7829]","[0.7351, 0.6023]","[0.7462, 0.4252]","[0.6944, 0.3025]","[0.5824, 0.4248]","[0.6098, 0.2988]","[0.6199, 0.4564]","[0.6089, 0.5388]","[0.4711, 0.4376]","[0.5055, 0.3199]","[0.5232, 0.5019]","[0.5049, 0.5631]","[0.3596, 0.4668]","[0.3972, 0.373]","[0.4239, 0.542]","[0.4074, 0.5949]","[0.2365, 0.5102]","[0.296, 0.4224]","[0.329, 0.5347]","[0.3102, 0.5835]"
"[0.4262, 0.8743]","[0.6066, 0.7846]","[0.7339, 0.6035]","[0.7461, 0.4284]","[0.6944, 0.3054]","[0.5838, 0.4217]","[0.6127, 0.2965]","[0.6209, 0.4545]","[0.6098, 0.5414]","[0.4709, 0.4358]","[0.507, 0.3166]","[0.5219, 0.5009]","[0.504, 0.5677]","[0.3585, 0.4664]","[0.3979, 0.3729]","[0.4219, 0.5439]","[0.4055, 0.5995]","[0.2359, 0.5118]","[0.2981, 0.4238]","[0.3295, 0.5382]","[0.3106, 0.5878]"
"[0.4216, 0.8791]","[0.6046, 0.7873]","[0.7343, 0.6037]","[0.7463, 0.4252]","[0.694, 0.3042]","[0.5802, 0.4247]","[0.6131, 0.2981]","[0.6232, 0.4583]","[0.6089, 0.5338]","[0.4699, 0.4378]","[0.5083, 0.3187]","[0.5264, 0.5039]","[0.5038, 0.562]","[0.3595, 0.4671]","[0.4014, 0.3702]","[0.4287, 0.5429]","[0.408, 0.5946]","[0.2358, 0.5109]","[0.2996, 0.4225]","[0.333, 0.5377]","[0.3115, 0.5857]"
"[0.4157, 0.8792]","[0.6009, 0.7913]","[0.7319, 0.6064]","[0.7488, 0.4256]","[0.6947, 0.3064]","[0.5819, 0.4247]","[0.6121, 0.2965]","[0.6204, 0.4579]","[0.6074, 0.5364]","[0.4702, 0.4374]","[0.5075, 0.3182]","[0.5234, 0.5037]","[0.502, 0.5617]","[0.3588, 0.4664]","[0.4004, 0.3711]","[0.4264, 0.5428]","[0.4068, 0.593]","[0.2357, 0.5092]","[0.2982, 0.4232]","[0.3311, 0.5378]","[0.3112, 0.5848]"
"[0.417, 0.8808]","[0.6027, 0.7906]","[0.7307, 0.6064]","[0.7473, 0.4273]","[0.696, 0.3062]","[0.5829, 0.4265]","[0.6121, 0.2977]","[0.6208, 0.4582]","[0.6072, 0.5391]","[0.4714, 0.4386]","[0.5069, 0.3197]","[0.5227, 0.5045]","[0.5, 0.5638]","[0.3594, 0.4671]","[0.3996, 0.3728]","[0.4254, 0.5431]","[0.4047, 0.5927]","[0.2354, 0.5093]","[0.2969, 0.4232]","[0.3297, 0.5367]","[0.3087, 0.583]"
"[0.4145, 0.8812]","[0.6021, 0.7918]","[0.7317, 0.6069]","[0.7469, 0.4264]","[0.6954, 0.3061]","[0.584, 0.4277]","[0.6126, 0.2966]","[0.6223, 0.4585]","[0.61, 0.5345]","[0.4716, 0.4401]","[0.506, 0.3191]","[0.5235, 0.5054]","[0.5021, 0.5606]","[0.359, 0.4685]","[0.3973, 0.3737]","[0.4239, 0.5469]","[0.404, 0.595]","[0.2344, 0.5098]","[0.2948, 0.4245]","[0.3276, 0.5394]","[0.3063, 0.5848]"
"[0.4184, 0.8833]","[0.6045, 0.7914]","[0.7298, 0.6061]","[0.7472, 0.4272]","[0.6948, 0.3078]","[0.5824, 0.425]","[0.6123, 0.296]","[0.6222, 0.4574]","[0.609, 0.5349]","[0.4697, 0.4375]","[0.5063, 0.3196]","[0.5233, 0.5042]","[0.5003, 0.5598]","[0.3569, 0.4668]","[0.3995, 0.3746]","[0.4254, 0.5457]","[0.4034, 0.5928]","[0.2334, 0.5098]","[0.2973, 0.424]","[0.3299, 0.5379]","[0.3073, 0.5835]"
"[0.4204, 0.8834]","[0.6075, 0.7879]","[0.7322, 0.6045]","[0.7471, 0.4285]","[0.6967, 0.3075]","[0.5833, 0.4229]","[0.6154, 0.2971]","[0.6238, 0.4575]","[0.6096, 0.5347]","[0.4716, 0.436]","[0.5101, 0.3191]","[0.5252, 0.5031]","[0.502, 0.5613]","[0.359, 0.4657]","[0.4025, 0.3736]","[0.4272, 0.5441]","[0.4054, 0.5933]","[0.2349, 0.5097]","[0.2994, 0.4248]","[0.3299, 0.5389]","[0.3067, 0.5847]"
"[0.4202, 0.8849]","[0.6086, 0.7901]","[0.733, 0.6093]","[0.7429, 0.4315]","[0.6953, 0.3048]","[0.585, 0.4337]","[0.6107, 0.2997]","[0.6191, 0.4583]","[0.6067, 0.5423]","[0.4727, 0.4458]","[0.5079, 0.3183]","[0.5234, 0.5019]","[0.5025, 0.5681]","[0.3606, 0.4725]","[0.3993, 0.3714]","[0.4232, 0.5423]","[0.4039, 0.5975]","[0.2374, 0.5132]","[0.3002, 0.4233]","[0.3302, 0.5372]","[0.3085, 0.5863]"
"[0.4189, 0.8836]","[0.6075, 0.7885]","[0.7341, 0.6083]","[0.7438, 0.4307]","[0.6939, 0.3062]","[0.5853, 0.4323]","[0.6114, 0.3001]","[0.6217, 0.4599]","[0.6102, 0.542]","[0.4728, 0.445]","[0.5078, 0.3187]","[0.5256, 0.5038]","[0.5049, 0.5691]","[0.3607, 0.4729]","[0.3987, 0.3717]","[0.4242, 0.5445]","[0.4046, 0.6]","[0.2373, 0.5147]","[0.2997, 0.4246]","[0.331, 0.5402]","[0.3093, 0.5901]"
