"[0.5157, 0.9108]","[0.39, 0.8231]","[0.3594, 0.6682]","[0.4764, 0.5721]","[0.5895, 0.5403]","[0.3723, 0.5026]","[0.331, 0.3215]","[0.3133, 0.2024]","[0.299, 0.1001]","[0.4857, 0.5029]","[0.5392, 0.3039]","[0.5798, 0.1753]","[0.6237, 0.0648]","[0.574, 0.5544]","[0.6017, 0.4685]","[0.5476, 0.5675]","[0.5247, 0.6396]","[0.6448, 0.633]","[0.6564, 0.5619]","[0.5993, 0.6329]","[0.5631, 0.6965]"
"[0.498, 0.9465]","[0.3785, 0.8344]","[0.358, 0.6704]","[0.4785, 0.5654]","[0.5897, 0.5322]","[0.3653, 0.5032]","[0.3228, 0.3147]","[0.3063, 0.1983]","[0.2966, 0.1003]","[0.4794, 0.5041]","[0.5375, 0.2977]","[0.5759, 0.1707]","[0.6193, 0.0646]","[0.5677, 0.5595]","[0.6038, 0.4653]","[0.5403, 0.5735]","[0.5088, 0.6463]","[0.6388, 0.6416]","[0.6559, 0.5606]","[0.5966, 0.6315]","[0.5575, 0.694]"
"[0.5, 0.9614]","[0.3805, 0.8374]","[0.358, 0.672]","[0.4782, 0.5639]","[0.5903, 0.5271]","[0.3646, 0.5058]","[0.3227, 0.3166]","[0.3056, 0.2002]","[0.2939, 0.1011]","[0.4756, 0.507]","[0.5379, 0.2974]","[0.577, 0.168]","[0.6191, 0.063]","[0.5617, 0.5593]","[0.6009, 0.475]","[0.5373, 0.5787]","[0.5063, 0.6509]","[0.6329, 0.6359]","[0.6546, 0.5632]","[0.598, 0.6318]","[0.5636, 0.6931]"
"[0.4997, 0.9581]","[0.3775, 0.8342]","[0.3539, 0.6729]","[0.4756, 0.5669]","[0.5942, 0.5275]","[0.3637, 0.5046]","[0.3213, 0.3142]","[0.3055, 0.1982]","[0.2946, 0.1002]","[0.4746, 0.507]","[0.5386, 0.2963]","[0.5779, 0.1685]","[0.6191, 0.0652]","[0.5604, 0.5592]","[0.6015, 0.4783]","[0.5376, 0.5816]","[0.5046, 0.6502]","[0.6313, 0.6348]","[0.6548, 0.5602]","[0.5965, 0.63]","[0.5574, 0.6912]"
"[0.4968, 0.9571]","[0.3745, 0.8311]","[0.3506, 0.6681]","[0.4716, 0.5632]","[0.59, 0.5276]","[0.3636, 0.5035]","[0.3216, 0.3129]","[0.3055, 0.1973]","[0.2941, 0.0994]","[0.4755, 0.5066]","[0.5398, 0.296]","[0.5787, 0.1686]","[0.6204, 0.0641]","[0.562, 0.5603]","[0.5991, 0.4744]","[0.5346, 0.5771]","[0.5032, 0.6468]","[0.6333, 0.6375]","[0.6533, 0.562]","[0.5928, 0.629]","[0.5537, 0.6884]"
"[0.4981, 0.9609]","[0.3763, 0.8346]","[0.3529, 0.6689]","[0.4753, 0.563]","[0.594, 0.5296]","[0.3626, 0.5056]","[0.3206, 0.3144]","[0.3038, 0.1979]","[0.2914, 0.0997]","[0.4738, 0.5079]","[0.538, 0.2973]","[0.5762, 0.1684]","[0.6173, 0.0633]","[0.5605, 0.5609]","[0.5984, 0.4758]","[0.533, 0.5772]","[0.5012, 0.6464]","[0.6325, 0.6367]","[0.6524, 0.5634]","[0.5912, 0.6306]","[0.5531, 0.6896]"
"[0.4991, 0.9597]","[0.3776, 0.8351]","[0.3535, 0.6696]","[0.4745, 0.5625]","[0.5951, 0.5307]","[0.3642, 0.5063]","[0.3224, 0.3144]","[0.3058, 0.1978]","[0.2938, 0.0991]","[0.4742, 0.5077]","[0.5378, 0.2971]","[0.5768, 0.1676]","[0.6187, 0.0633]","[0.5609, 0.5594]","[0.5989, 0.4783]","[0.5337, 0.5786]","[0.5022, 0.6491]","[0.6325, 0.6338]","[0.6513, 0.5624]","[0.5926, 0.6294]","[0.5576, 0.6896]"
"[0.5007, 0.9586]","[0.3787, 0.833]","[0.3535, 0.6705]","[0.4736, 0.5649]","[0.5935, 0.5347]","[0.362, 0.5064]","[0.32, 0.3142]","[0.3039, 0.1976]","[0.2917, 0.0991]","[0.4731, 0.5073]","[0.538, 0.2969]","[0.5767, 0.1681]","[0.6168, 0.0642]","[0.5601, 0.5581]","[0.5968, 0.4797]","[0.5335, 0.5789]","[0.5026, 0.6476]","[0.6319, 0.6316]","[0.6516, 0.5617]","[0.5941, 0.6286]","[0.5589, 0.6884]"
"[0.5, 0.9581]","[0.3783, 0.83]","[0.3559, 0.6667]","[0.475, 0.5613]","[0.5932, 0.5303]","[0.3625, 0.5059]","[0.3203, 0.3136]","[0.3041, 0.1971]","[0.2922, 0.0987]","[0.4724, 0.5083]","[0.5375, 0.2968]","[0.5771, 0.1679]","[0.6189, 0.0639]","[0.559, 0.5602]","[0.5965, 0.4801]","[0.5316, 0.5807]","[0.4991, 0.6492]","[0.6308, 0.635]","[0.6527, 0.5613]","[0.5941, 0.6288]","[0.5567, 0.6893]"
"[0.4984, 0.9561]","[0.3768, 0.8273]","[0.3539, 0.6656]","[0.4723, 0.5627]","[0.5889, 0.5312]","[0.3618, 0.5026]","[0.3197, 0.3113]","[0.3044, 0.1961]","[0.2932, 0.0985]","[0.4722, 0.5056]","[0.5373, 0.2951]","[0.5769, 0.1673]","[0.6185, 0.0639]","[0.5593, 0.5577]","[0.595, 0.4769]","[0.5316, 0.5771]","[0.501, 0.6446]","[0.6316, 0.632]","[0.6516, 0.5587]","[0.5957, 0.6279]","[0.5624, 0.6884]"
