"[0.4937, 0.9158]","[0.6271, 0.8776]","[0.6507, 0.776]","[0.5429, 0.6754]","[0.3958, 0.6221]","[0.6667, 0.5243]","[0.757, 0.3078]","[0.794, 0.1761]","[0.8159, 0.0619]","[0.5288, 0.5023]","[0.5206, 0.2633]","[0.4966, 0.1083]","[0.4834, -0.0139]","[0.4077, 0.5487]","[0.3225, 0.3633]","[0.2634, 0.2421]","[0.2258, 0.1295]","[0.3171, 0.6418]","[0.2965, 0.5862]","[0.342, 0.6606]","[0.398, 0.7323]"
"[0.5214, 1.0425]","[0.6447, 0.9581]","[0.6737, 0.8127]","[0.5433, 0.7065]","[0.4054, 0.6421]","[0.6768, 0.5621]","[0.7419, 0.3481]","[0.7742, 0.2139]","[0.7965, 0.0921]","[0.5326, 0.5493]","[0.5145, 0.3062]","[0.4934, 0.1487]","[0.4768, 0.019]","[0.4182, 0.6016]","[0.3245, 0.379]","[0.2618, 0.2396]","[0.2141, 0.1155]","[0.3321, 0.7045]","[0.3035, 0.5849]","[0.3442, 0.6555]","[0.3853, 0.7389]"
"[0.5208, 1.0916]","[0.6483, 0.9811]","[0.6694, 0.8103]","[0.5459, 0.6988]","[0.4067, 0.6348]","[0.6678, 0.5619]","[0.7404, 0.348]","[0.7749, 0.2136]","[0.7914, 0.0914]","[0.5265, 0.5479]","[0.515, 0.2976]","[0.4946, 0.1349]","[0.4722, 0.0004]","[0.412, 0.6013]","[0.3143, 0.3828]","[0.2578, 0.243]","[0.2097, 0.123]","[0.3268, 0.7079]","[0.31, 0.5878]","[0.3544, 0.6641]","[0.3894, 0.7562]"
"[0.5176, 1.1055]","[0.6557, 0.9877]","[0.6767, 0.8111]","[0.5419, 0.6998]","[0.4044, 0.6421]","[0.6675, 0.5643]","[0.739, 0.3445]","[0.771, 0.2092]","[0.7846, 0.0847]","[0.525, 0.5523]","[0.5123, 0.2946]","[0.4949, 0.1305]","[0.4752, -0.0061]","[0.4098, 0.6061]","[0.3083, 0.3905]","[0.2516, 0.2454]","[0.2037, 0.1222]","[0.3261, 0.7118]","[0.3103, 0.5887]","[0.3632, 0.664]","[0.4057, 0.758]"
"[0.5161, 1.1115]","[0.6514, 0.9906]","[0.6759, 0.8138]","[0.5397, 0.6942]","[0.3983, 0.6303]","[0.667, 0.5653]","[0.7389, 0.3438]","[0.7706, 0.2099]","[0.7853, 0.0854]","[0.5241, 0.5531]","[0.516, 0.2986]","[0.4994, 0.139]","[0.479, 0.0045]","[0.409, 0.6068]","[0.3103, 0.3936]","[0.2528, 0.2491]","[0.2031, 0.125]","[0.3265, 0.7118]","[0.3047, 0.5903]","[0.3541, 0.6644]","[0.3953, 0.7584]"
"[0.5163, 1.1152]","[0.6512, 0.9921]","[0.6765, 0.8116]","[0.5426, 0.6936]","[0.4017, 0.6361]","[0.6677, 0.5676]","[0.739, 0.3454]","[0.7714, 0.2111]","[0.787, 0.0869]","[0.5247, 0.5554]","[0.5147, 0.2999]","[0.497, 0.1407]","[0.4769, 0.0066]","[0.409, 0.6081]","[0.3092, 0.3931]","[0.253, 0.249]","[0.2055, 0.1247]","[0.3256, 0.7116]","[0.302, 0.5881]","[0.352, 0.6617]","[0.3933, 0.7542]"
"[0.5235, 1.1152]","[0.6555, 0.9876]","[0.6778, 0.8068]","[0.5438, 0.6907]","[0.3991, 0.6336]","[0.6667, 0.5661]","[0.7382, 0.3442]","[0.7709, 0.2102]","[0.7866, 0.0852]","[0.5233, 0.5546]","[0.5139, 0.2979]","[0.4968, 0.136]","[0.4752, -0.0015]","[0.4078, 0.6091]","[0.3067, 0.3938]","[0.2495, 0.2497]","[0.1992, 0.125]","[0.3249, 0.715]","[0.3033, 0.5858]","[0.355, 0.6593]","[0.3968, 0.7536]"
"[0.5191, 1.1107]","[0.651, 0.989]","[0.6782, 0.8084]","[0.5456, 0.6891]","[0.4033, 0.6285]","[0.6671, 0.5657]","[0.7393, 0.3426]","[0.7724, 0.2089]","[0.7895, 0.0852]","[0.5225, 0.5537]","[0.5127, 0.2993]","[0.4978, 0.1405]","[0.48, 0.0057]","[0.4066, 0.6063]","[0.3054, 0.3933]","[0.2497, 0.2497]","[0.2016, 0.1257]","[0.3238, 0.7085]","[0.3063, 0.5885]","[0.3601, 0.6661]","[0.4021, 0.7614]"
"[0.5227, 1.118]","[0.6555, 0.9903]","[0.6768, 0.808]","[0.5434, 0.6901]","[0.4, 0.6322]","[0.6683, 0.5675]","[0.74, 0.3446]","[0.7721, 0.2108]","[0.7873, 0.0861]","[0.5245, 0.5569]","[0.5138, 0.2999]","[0.4986, 0.1405]","[0.4801, 0.0058]","[0.4088, 0.6107]","[0.3086, 0.3948]","[0.2523, 0.25]","[0.2031, 0.1256]","[0.3264, 0.7144]","[0.3051, 0.5839]","[0.3534, 0.6601]","[0.3921, 0.7568]"
"[0.5228, 1.1222]","[0.6551, 0.9925]","[0.6776, 0.809]","[0.5462, 0.6919]","[0.4012, 0.6343]","[0.6698, 0.5717]","[0.7411, 0.3476]","[0.7737, 0.2134]","[0.7897, 0.0882]","[0.5252, 0.5589]","[0.5148, 0.2998]","[0.4997, 0.1383]","[0.4804, 0.0019]","[0.4089, 0.6117]","[0.3089, 0.398]","[0.254, 0.2529]","[0.2054, 0.1278]","[0.3274, 0.7147]","[0.3084, 0.5867]","[0.357, 0.6622]","[0.3946, 0.7576]"
"[0.5245, 1.1196]","[0.6543, 0.9943]","[0.6781, 0.8125]","[0.5486, 0.6946]","[0.406, 0.635]","[0.6694, 0.5714]","[0.7404, 0.3469]","[0.7725, 0.2125]","[0.7879, 0.0867]","[0.5253, 0.5586]","[0.5153, 0.2997]","[0.5001, 0.1387]","[0.4804, 0.0017]","[0.4093, 0.6115]","[0.3092, 0.397]","[0.2546, 0.2526]","[0.2065, 0.1275]","[0.3276, 0.7147]","[0.3088, 0.5875]","[0.358, 0.6622]","[0.3957, 0.7568]"
