"[0.6045, 0.6441]","[0.5747, 0.6053]","[0.5574, 0.5476]","[0.5572, 0.4979]","[0.5696, 0.4833]","[0.582, 0.4836]","[0.5873, 0.4244]","[0.5896, 0.436]","[0.5909, 0.459]","[0.6006, 0.48]","[0.606, 0.4096]","[0.609, 0.3712]","[0.6104, 0.3392]","[0.6172, 0.489]","[0.6212, 0.4238]","[0.6234, 0.3828]","[0.6247, 0.35]","[0.6339, 0.5083]","[0.6367, 0.454]","[0.6379, 0.4214]","[0.6397, 0.3936]"
"[0.6074, 0.6449]","[0.5765, 0.6087]","[0.5588, 0.5501]","[0.5584, 0.4949]","[0.5749, 0.4732]","[0.5836, 0.4884]","[0.5873, 0.4291]","[0.5855, 0.4389]","[0.5833, 0.4603]","[0.6019, 0.4832]","[0.6066, 0.4134]","[0.6099, 0.3734]","[0.6123, 0.3379]","[0.6182, 0.4911]","[0.6217, 0.4269]","[0.6233, 0.3857]","[0.6248, 0.3499]","[0.635, 0.5089]","[0.6365, 0.4559]","[0.638, 0.4233]","[0.64, 0.3927]"
"[0.6084, 0.6435]","[0.5767, 0.6059]","[0.5586, 0.5474]","[0.5584, 0.4884]","[0.5781, 0.4648]","[0.5833, 0.4873]","[0.5874, 0.4284]","[0.5864, 0.4365]","[0.5848, 0.4575]","[0.6013, 0.4821]","[0.6066, 0.4118]","[0.6101, 0.3719]","[0.6124, 0.3355]","[0.6176, 0.4898]","[0.6217, 0.4255]","[0.6238, 0.3838]","[0.6255, 0.3488]","[0.6346, 0.507]","[0.6366, 0.4541]","[0.6379, 0.4203]","[0.6398, 0.3895]"
"[0.608, 0.6444]","[0.5763, 0.6083]","[0.5576, 0.5485]","[0.5562, 0.4902]","[0.5758, 0.4695]","[0.5834, 0.4886]","[0.5872, 0.4292]","[0.5861, 0.4371]","[0.5844, 0.4561]","[0.6015, 0.4823]","[0.6062, 0.4134]","[0.609, 0.3729]","[0.6113, 0.3376]","[0.6178, 0.49]","[0.621, 0.4259]","[0.6226, 0.3852]","[0.624, 0.3501]","[0.6343, 0.5074]","[0.6358, 0.4549]","[0.637, 0.4223]","[0.6386, 0.3919]"
"[0.6071, 0.6427]","[0.5761, 0.6069]","[0.5566, 0.5474]","[0.5562, 0.4887]","[0.5766, 0.4668]","[0.5826, 0.4852]","[0.5866, 0.4256]","[0.5861, 0.4333]","[0.5853, 0.4526]","[0.6009, 0.4791]","[0.6056, 0.4103]","[0.6083, 0.3706]","[0.6105, 0.3366]","[0.6171, 0.4869]","[0.6207, 0.423]","[0.6223, 0.3834]","[0.6237, 0.3497]","[0.6334, 0.5045]","[0.6352, 0.4521]","[0.6363, 0.4201]","[0.6379, 0.3907]"
"[0.6062, 0.6406]","[0.5735, 0.5985]","[0.5568, 0.5443]","[0.5569, 0.4886]","[0.5755, 0.4665]","[0.5819, 0.4867]","[0.5855, 0.4299]","[0.5836, 0.4371]","[0.5815, 0.4575]","[0.5994, 0.483]","[0.6037, 0.4137]","[0.6075, 0.3739]","[0.6104, 0.3358]","[0.6159, 0.4902]","[0.6189, 0.4272]","[0.6211, 0.385]","[0.6229, 0.3493]","[0.6338, 0.5058]","[0.6346, 0.4536]","[0.6356, 0.4199]","[0.6372, 0.3892]"
"[0.6085, 0.641]","[0.5757, 0.6033]","[0.5564, 0.5464]","[0.5558, 0.488]","[0.5764, 0.4652]","[0.5813, 0.4865]","[0.5857, 0.429]","[0.585, 0.4349]","[0.5834, 0.4541]","[0.5991, 0.4811]","[0.6042, 0.4114]","[0.6079, 0.3712]","[0.6103, 0.3341]","[0.6156, 0.4883]","[0.6189, 0.4247]","[0.6208, 0.3833]","[0.6221, 0.3486]","[0.6328, 0.5041]","[0.6344, 0.4519]","[0.6355, 0.4187]","[0.6371, 0.3884]"
"[0.6076, 0.643]","[0.5765, 0.6066]","[0.5577, 0.5464]","[0.557, 0.4901]","[0.5767, 0.4674]","[0.583, 0.4857]","[0.5864, 0.4258]","[0.5864, 0.4355]","[0.5861, 0.4567]","[0.6009, 0.4799]","[0.6055, 0.4115]","[0.6088, 0.3716]","[0.6118, 0.3374]","[0.6176, 0.4877]","[0.6206, 0.4249]","[0.6225, 0.3848]","[0.6241, 0.3499]","[0.6343, 0.5056]","[0.6355, 0.454]","[0.6365, 0.4222]","[0.638, 0.3924]"
"[0.607, 0.6438]","[0.5754, 0.6047]","[0.5575, 0.5462]","[0.5572, 0.4893]","[0.5764, 0.4668]","[0.5826, 0.4867]","[0.5861, 0.428]","[0.5845, 0.4375]","[0.5827, 0.4573]","[0.6006, 0.4815]","[0.6054, 0.4122]","[0.6088, 0.3722]","[0.6115, 0.336]","[0.6169, 0.4896]","[0.6201, 0.426]","[0.6218, 0.3853]","[0.6234, 0.3499]","[0.6342, 0.5067]","[0.6354, 0.454]","[0.6365, 0.4217]","[0.6381, 0.391]"
"[0.6072, 0.6434]","[0.5753, 0.6034]","[0.5575, 0.5456]","[0.5576, 0.4871]","[0.5789, 0.4633]","[0.5831, 0.4868]","[0.5865, 0.4288]","[0.5853, 0.4375]","[0.5842, 0.4567]","[0.601, 0.4816]","[0.6058, 0.4129]","[0.6091, 0.3733]","[0.6118, 0.337]","[0.6171, 0.4898]","[0.6206, 0.4266]","[0.6222, 0.3858]","[0.6238, 0.3502]","[0.6342, 0.5076]","[0.6356, 0.455]","[0.6367, 0.4221]","[0.6382, 0.3907]"
"[0.6084, 0.6444]","[0.5766, 0.6052]","[0.5583, 0.5465]","[0.5577, 0.4866]","[0.5789, 0.4628]","[0.584, 0.4874]","[0.5872, 0.4289]","[0.5854, 0.437]","[0.5835, 0.4565]","[0.6016, 0.4816]","[0.6064, 0.4123]","[0.6096, 0.3723]","[0.612, 0.3364]","[0.6175, 0.4894]","[0.6208, 0.4261]","[0.6223, 0.3855]","[0.6237, 0.3505]","[0.6344, 0.5068]","[0.6358, 0.4543]","[0.6369, 0.4216]","[0.6384, 0.3908]"
"[0.6074, 0.6455]","[0.5758, 0.6081]","[0.5573, 0.5476]","[0.5568, 0.4899]","[0.5759, 0.4684]","[0.583, 0.4882]","[0.5863, 0.4285]","[0.5842, 0.4378]","[0.5821, 0.4588]","[0.6011, 0.4822]","[0.6056, 0.413]","[0.6084, 0.3722]","[0.6109, 0.337]","[0.6171, 0.4901]","[0.6204, 0.4262]","[0.6217, 0.385]","[0.623, 0.3497]","[0.6334, 0.5078]","[0.6348, 0.4556]","[0.6358, 0.4229]","[0.6372, 0.3921]"
"[0.6076, 0.6432]","[0.5748, 0.6038]","[0.5571, 0.5465]","[0.5563, 0.4888]","[0.5758, 0.4658]","[0.5822, 0.4881]","[0.5861, 0.4298]","[0.5837, 0.4366]","[0.5813, 0.4558]","[0.6001, 0.4823]","[0.6048, 0.4127]","[0.6081, 0.3721]","[0.6105, 0.3359]","[0.6162, 0.4893]","[0.6197, 0.4255]","[0.6214, 0.3843]","[0.6228, 0.3495]","[0.6332, 0.5056]","[0.6346, 0.4532]","[0.6357, 0.42]","[0.6372, 0.3891]"
"[0.6058, 0.6442]","[0.5746, 0.6072]","[0.5563, 0.5461]","[0.5558, 0.4879]","[0.5756, 0.4661]","[0.5821, 0.4853]","[0.5857, 0.4272]","[0.5834, 0.4352]","[0.5807, 0.4542]","[0.6, 0.4796]","[0.6048, 0.4106]","[0.6075, 0.3704]","[0.6095, 0.3351]","[0.6161, 0.4883]","[0.6193, 0.4247]","[0.621, 0.3839]","[0.6224, 0.3486]","[0.6329, 0.5065]","[0.6342, 0.4541]","[0.6355, 0.4217]","[0.6372, 0.3907]"
"[0.6056, 0.6438]","[0.5745, 0.6046]","[0.5565, 0.5446]","[0.5567, 0.4873]","[0.5768, 0.4659]","[0.5828, 0.4856]","[0.5861, 0.4276]","[0.5843, 0.4345]","[0.5826, 0.4524]","[0.6005, 0.48]","[0.6053, 0.4112]","[0.6081, 0.3716]","[0.6107, 0.3366]","[0.6166, 0.4883]","[0.6199, 0.4249]","[0.6216, 0.3845]","[0.6234, 0.349]","[0.6333, 0.5066]","[0.6348, 0.4543]","[0.6362, 0.4221]","[0.6379, 0.3914]"
"[0.6062, 0.6427]","[0.5743, 0.6035]","[0.5567, 0.5449]","[0.5562, 0.4878]","[0.576, 0.4661]","[0.5821, 0.4857]","[0.5856, 0.4278]","[0.584, 0.4362]","[0.5823, 0.4551]","[0.6001, 0.4799]","[0.605, 0.4113]","[0.6082, 0.372]","[0.6106, 0.337]","[0.6163, 0.4878]","[0.6199, 0.425]","[0.6218, 0.3847]","[0.6234, 0.3498]","[0.6333, 0.5054]","[0.635, 0.4533]","[0.6363, 0.4213]","[0.6381, 0.3908]"
"[0.6063, 0.6424]","[0.5742, 0.6037]","[0.5564, 0.5451]","[0.5564, 0.487]","[0.5762, 0.4655]","[0.5823, 0.4859]","[0.5859, 0.4277]","[0.5842, 0.4355]","[0.5823, 0.4543]","[0.6002, 0.4801]","[0.6052, 0.411]","[0.6082, 0.3715]","[0.6104, 0.3363]","[0.6163, 0.488]","[0.6197, 0.4246]","[0.6215, 0.384]","[0.6229, 0.3488]","[0.6332, 0.5055]","[0.6349, 0.453]","[0.6363, 0.4206]","[0.638, 0.3897]"
"[0.6054, 0.6412]","[0.5734, 0.6028]","[0.5556, 0.5444]","[0.5555, 0.4853]","[0.5759, 0.4636]","[0.5807, 0.4855]","[0.5845, 0.4274]","[0.584, 0.4356]","[0.5835, 0.4546]","[0.5987, 0.4797]","[0.6033, 0.4108]","[0.6067, 0.3709]","[0.6096, 0.3351]","[0.6148, 0.4875]","[0.6184, 0.4241]","[0.6201, 0.3834]","[0.622, 0.3483]","[0.6318, 0.5048]","[0.6334, 0.4524]","[0.6346, 0.4199]","[0.6365, 0.3891]"
"[0.6057, 0.6413]","[0.5739, 0.6033]","[0.5558, 0.5455]","[0.5549, 0.4883]","[0.5742, 0.4665]","[0.5813, 0.4868]","[0.5841, 0.4279]","[0.5833, 0.4349]","[0.5825, 0.4536]","[0.599, 0.4808]","[0.6036, 0.4111]","[0.6066, 0.3705]","[0.6094, 0.3346]","[0.6151, 0.4882]","[0.6181, 0.4242]","[0.6194, 0.383]","[0.6209, 0.3474]","[0.632, 0.5052]","[0.6333, 0.4522]","[0.6344, 0.4195]","[0.6359, 0.3885]"
"[0.6054, 0.6407]","[0.5741, 0.6029]","[0.5558, 0.5449]","[0.556, 0.4864]","[0.5778, 0.4644]","[0.5828, 0.4841]","[0.5857, 0.4253]","[0.5844, 0.4353]","[0.5834, 0.4559]","[0.6004, 0.4783]","[0.6052, 0.409]","[0.6079, 0.3697]","[0.6104, 0.3349]","[0.6163, 0.4863]","[0.6194, 0.4233]","[0.6209, 0.3831]","[0.6226, 0.348]","[0.6328, 0.5043]","[0.6344, 0.4521]","[0.6354, 0.4201]","[0.6369, 0.3898]"
"[0.6062, 0.6415]","[0.5743, 0.6032]","[0.5557, 0.5443]","[0.5564, 0.486]","[0.5777, 0.4644]","[0.5829, 0.487]","[0.5859, 0.4285]","[0.5843, 0.4348]","[0.5828, 0.4522]","[0.6006, 0.4812]","[0.6055, 0.4117]","[0.6083, 0.3716]","[0.6108, 0.336]","[0.6166, 0.4887]","[0.6198, 0.4255]","[0.6212, 0.3849]","[0.6227, 0.3493]","[0.6331, 0.5057]","[0.6348, 0.4534]","[0.6359, 0.4212]","[0.6374, 0.3907]"
"[0.6058, 0.6392]","[0.574, 0.6006]","[0.5558, 0.544]","[0.5565, 0.4868]","[0.5769, 0.4648]","[0.5819, 0.4858]","[0.5854, 0.4283]","[0.5842, 0.4349]","[0.583, 0.4524]","[0.6, 0.4801]","[0.6049, 0.4111]","[0.608, 0.3715]","[0.6106, 0.3358]","[0.6159, 0.4878]","[0.6196, 0.4247]","[0.6213, 0.3847]","[0.6229, 0.3496]","[0.6326, 0.505]","[0.6346, 0.4531]","[0.6359, 0.4212]","[0.6374, 0.3907]"
"[0.6062, 0.6402]","[0.5742, 0.602]","[0.556, 0.5442]","[0.5557, 0.4858]","[0.5755, 0.4638]","[0.5811, 0.486]","[0.585, 0.4281]","[0.5837, 0.4366]","[0.582, 0.4557]","[0.5993, 0.4803]","[0.6042, 0.4115]","[0.6076, 0.3719]","[0.6102, 0.3357]","[0.6154, 0.4878]","[0.6189, 0.4247]","[0.6205, 0.3843]","[0.622, 0.3492]","[0.6324, 0.5047]","[0.634, 0.4521]","[0.6353, 0.4197]","[0.6371, 0.389]"
"[0.6061, 0.6422]","[0.5744, 0.6045]","[0.5557, 0.5449]","[0.5555, 0.4862]","[0.5746, 0.4648]","[0.5808, 0.4858]","[0.5846, 0.4279]","[0.5839, 0.4346]","[0.5827, 0.4527]","[0.5991, 0.4801]","[0.6038, 0.4109]","[0.6071, 0.3706]","[0.6096, 0.3349]","[0.6153, 0.4879]","[0.6187, 0.4243]","[0.6202, 0.3833]","[0.6217, 0.3482]","[0.6324, 0.505]","[0.6339, 0.4519]","[0.6351, 0.4189]","[0.637, 0.3878]"
"[0.6055, 0.6434]","[0.574, 0.607]","[0.555, 0.5464]","[0.5549, 0.4874]","[0.5746, 0.4655]","[0.5813, 0.4853]","[0.5846, 0.4266]","[0.5834, 0.4346]","[0.5821, 0.454]","[0.5993, 0.4797]","[0.6043, 0.4102]","[0.6071, 0.3701]","[0.6096, 0.3351]","[0.6154, 0.488]","[0.619, 0.4238]","[0.6203, 0.3831]","[0.6217, 0.3479]","[0.6321, 0.506]","[0.6338, 0.4531]","[0.635, 0.4201]","[0.6367, 0.3887]"
"[0.6054, 0.6415]","[0.5734, 0.6039]","[0.5551, 0.5463]","[0.5554, 0.489]","[0.5751, 0.4662]","[0.5818, 0.4852]","[0.5853, 0.4256]","[0.584, 0.432]","[0.5825, 0.4505]","[0.5996, 0.4796]","[0.605, 0.4092]","[0.6087, 0.3694]","[0.612, 0.3346]","[0.6155, 0.4874]","[0.6193, 0.424]","[0.6215, 0.3835]","[0.624, 0.3485]","[0.6322, 0.5048]","[0.6341, 0.4526]","[0.6355, 0.4208]","[0.6375, 0.3905]"
