[0.4126, 0.8002],[0.5355, 0.7674],[0.6541, 0.6812],[0.7662, 0.6415],[0.8598, 0.6494],[0.5573, 0.4769],[0.5886, 0.3091],[0.605, 0.2008],[0.6146, 0.112],[0.4694, 0.4774],[0.473, 0.362],[0.4917, 0.4631],[0.5064, 0.5498],[0.3838, 0.5055],[0.3896, 0.3965],[0.4205, 0.4898],[0.4368, 0.5689],[0.2997, 0.5511],[0.311, 0.466],[0.351, 0.5189],[0.3765, 0.5721]
[0.3987, 0.8202],[0.5339, 0.767],[0.6566, 0.6783],[0.7695, 0.6369],[0.8619, 0.6471],[0.5554, 0.4622],[0.5903, 0.301],[0.6064, 0.1971],[0.6158, 0.1094],[0.4678, 0.4669],[0.466, 0.3497],[0.4831, 0.4511],[0.4976, 0.5411],[0.3837, 0.4981],[0.3857, 0.3993],[0.418, 0.4897],[0.4393, 0.5654],[0.3023, 0.5467],[0.311, 0.4693],[0.3492, 0.5196],[0.3758, 0.566]
[0.3962, 0.824],[0.5375, 0.7674],[0.6611, 0.6768],[0.7749, 0.6334],[0.8685, 0.6449],[0.5579, 0.4611],[0.5908, 0.2998],[0.6079, 0.196],[0.6181, 0.1107],[0.471, 0.4665],[0.4683, 0.3519],[0.484, 0.4488],[0.4972, 0.5376],[0.3882, 0.4966],[0.3886, 0.4057],[0.4185, 0.4924],[0.4387, 0.5639],[0.3082, 0.5425],[0.3128, 0.4696],[0.3465, 0.5216],[0.3717, 0.5677]
[0.3963, 0.8214],[0.5361, 0.7642],[0.6591, 0.676],[0.7732, 0.6308],[0.8675, 0.6411],[0.5584, 0.4612],[0.5905, 0.2995],[0.608, 0.1956],[0.6182, 0.1104],[0.4718, 0.4654],[0.4679, 0.3508],[0.4846, 0.4497],[0.4982, 0.5385],[0.3891, 0.4947],[0.3867, 0.4043],[0.4179, 0.4922],[0.4391, 0.563],[0.3088, 0.5395],[0.3106, 0.4694],[0.3453, 0.5213],[0.3718, 0.565]
[0.3964, 0.8227],[0.5355, 0.7655],[0.6584, 0.6767],[0.7724, 0.6306],[0.868, 0.6377],[0.5574, 0.4623],[0.5907, 0.3009],[0.6082, 0.1969],[0.6182, 0.1113],[0.471, 0.4661],[0.4675, 0.3505],[0.4823, 0.4489],[0.4952, 0.5372],[0.3884, 0.4952],[0.3862, 0.4033],[0.4155, 0.4908],[0.4359, 0.5616],[0.3084, 0.5402],[0.3108, 0.4681],[0.3439, 0.5197],[0.3695, 0.5639]
[0.3965, 0.8211],[0.5363, 0.764],[0.659, 0.6753],[0.7727, 0.6297],[0.8672, 0.6373],[0.5566, 0.4626],[0.5911, 0.3033],[0.6095, 0.2001],[0.6207, 0.1141],[0.4704, 0.4664],[0.4678, 0.3516],[0.483, 0.4493],[0.4962, 0.5374],[0.3879, 0.4956],[0.3865, 0.4048],[0.4164, 0.4916],[0.4376, 0.5629],[0.3075, 0.5404],[0.3112, 0.4686],[0.3459, 0.5192],[0.3729, 0.5639]
[0.3951, 0.8242],[0.5345, 0.7658],[0.6576, 0.6758],[0.7706, 0.6299],[0.8653, 0.6367],[0.5566, 0.4639],[0.5907, 0.3045],[0.6092, 0.2012],[0.6205, 0.1151],[0.4704, 0.468],[0.4673, 0.3521],[0.4835, 0.45],[0.4976, 0.5383],[0.3881, 0.4973],[0.3866, 0.4043],[0.4174, 0.491],[0.4393, 0.5633],[0.308, 0.5427],[0.3112, 0.4677],[0.3471, 0.5171],[0.3749, 0.5624]
[0.3962, 0.8238],[0.535, 0.765],[0.6586, 0.6753],[0.7718, 0.6285],[0.8646, 0.6383],[0.5561, 0.4642],[0.5895, 0.3034],[0.6083, 0.1997],[0.6202, 0.1138],[0.4695, 0.4688],[0.4677, 0.352],[0.4843, 0.4499],[0.498, 0.5393],[0.3872, 0.4984],[0.3871, 0.4049],[0.419, 0.4918],[0.4411, 0.5649],[0.3067, 0.5438],[0.3115, 0.4678],[0.348, 0.5177],[0.3758, 0.5638]
[0.3957, 0.8247],[0.5345, 0.7655],[0.6588, 0.6751],[0.7722, 0.6291],[0.8659, 0.6371],[0.5562, 0.4627],[0.5909, 0.3016],[0.6102, 0.1985],[0.6219, 0.1131],[0.4698, 0.4681],[0.4691, 0.3527],[0.4844, 0.4513],[0.4963, 0.5409],[0.3876, 0.4983],[0.3886, 0.4041],[0.4184, 0.4914],[0.4383, 0.5649],[0.3072, 0.5442],[0.3128, 0.4676],[0.3478, 0.5174],[0.3735, 0.5636]
[0.3942, 0.824],[0.5333, 0.7661],[0.6568, 0.6772],[0.7703, 0.6315],[0.8645, 0.6381],[0.5569, 0.4623],[0.5919, 0.3007],[0.6116, 0.1975],[0.6234, 0.1117],[0.4703, 0.4673],[0.4689, 0.3537],[0.4844, 0.453],[0.4966, 0.5417],[0.3876, 0.4971],[0.3883, 0.4053],[0.4189, 0.4936],[0.4392, 0.5659],[0.3068, 0.5426],[0.3122, 0.4678],[0.3474, 0.5193],[0.3734, 0.5649]
[0.3977, 0.826],[0.5367, 0.7671],[0.66, 0.6755],[0.7731, 0.6291],[0.867, 0.6379],[0.5584, 0.462],[0.5936, 0.3004],[0.6135, 0.1968],[0.6252, 0.1113],[0.4719, 0.4671],[0.4712, 0.3525],[0.4861, 0.4511],[0.4972, 0.5406],[0.3891, 0.4974],[0.3907, 0.4046],[0.4209, 0.4914],[0.4404, 0.564],[0.3074, 0.5436],[0.3137, 0.4697],[0.3488, 0.5185],[0.3745, 0.5625]
[0.3961, 0.8221],[0.5361, 0.764],[0.6593, 0.675],[0.7734, 0.6304],[0.8689, 0.6388],[0.5598, 0.4602],[0.5946, 0.2997],[0.6136, 0.1972],[0.6247, 0.1119],[0.4731, 0.465],[0.4714, 0.3527],[0.4865, 0.4524],[0.4982, 0.5408],[0.3901, 0.4947],[0.3912, 0.4055],[0.4212, 0.4934],[0.4407, 0.5645],[0.3087, 0.5397],[0.3147, 0.4674],[0.3497, 0.5179],[0.3753, 0.5617]
[0.4071, 0.8258],[0.5435, 0.768],[0.6662, 0.6758],[0.779, 0.6296],[0.8704, 0.6403],[0.5615, 0.4592],[0.5961, 0.2988],[0.6143, 0.1961],[0.6243, 0.1114],[0.4742, 0.4646],[0.4737, 0.3474],[0.489, 0.451],[0.4993, 0.5426],[0.3908, 0.4947],[0.3916, 0.4069],[0.4229, 0.4984],[0.4416, 0.5703],[0.3089, 0.5396],[0.3176, 0.4665],[0.3532, 0.5223],[0.3765, 0.5687]
[0.4015, 0.8265],[0.5419, 0.7674],[0.6663, 0.6782],[0.7797, 0.6345],[0.872, 0.6453],[0.563, 0.4609],[0.5989, 0.3],[0.6177, 0.1973],[0.6285, 0.1114],[0.4769, 0.4664],[0.4738, 0.3523],[0.4879, 0.4537],[0.4986, 0.5435],[0.3943, 0.4962],[0.3931, 0.4087],[0.4226, 0.4988],[0.4417, 0.5699],[0.3134, 0.54],[0.3195, 0.4649],[0.3542, 0.5184],[0.3788, 0.5642]
[0.3994, 0.8302],[0.539, 0.7667],[0.6634, 0.6787],[0.7769, 0.6347],[0.8684, 0.6449],[0.5618, 0.4611],[0.5958, 0.3004],[0.6132, 0.1974],[0.6218, 0.1114],[0.4757, 0.4661],[0.4712, 0.3523],[0.4851, 0.4568],[0.4971, 0.5451],[0.3929, 0.4972],[0.3879, 0.4068],[0.4171, 0.4997],[0.4377, 0.5702],[0.3117, 0.5434],[0.3128, 0.4678],[0.3487, 0.5226],[0.3765, 0.5673]
[0.3996, 0.8303],[0.541, 0.7684],[0.666, 0.6772],[0.7789, 0.6309],[0.8688, 0.6437],[0.5625, 0.4621],[0.5966, 0.3031],[0.6145, 0.2002],[0.6241, 0.1141],[0.4755, 0.4675],[0.471, 0.3523],[0.4871, 0.4513],[0.4989, 0.5398],[0.3922, 0.4981],[0.3894, 0.4087],[0.4202, 0.4967],[0.4398, 0.5672],[0.3101, 0.5428],[0.3146, 0.466],[0.3498, 0.5176],[0.3747, 0.5626]
[0.4021, 0.8322],[0.5414, 0.77],[0.6662, 0.6786],[0.7791, 0.6319],[0.8697, 0.6418],[0.5634, 0.4632],[0.5978, 0.3038],[0.6149, 0.2001],[0.6242, 0.1138],[0.4765, 0.4685],[0.4726, 0.3543],[0.4863, 0.4542],[0.4977, 0.5441],[0.3936, 0.4987],[0.3911, 0.4101],[0.4203, 0.4988],[0.4405, 0.5707],[0.3125, 0.5427],[0.317, 0.4672],[0.3505, 0.5197],[0.3754, 0.5659]
