"[0.3848, 0.835]","[0.5696, 0.8191]","[0.7281, 0.7298]","[0.871, 0.682]","[0.9926, 0.6789]","[0.6029, 0.4592]","[0.6383, 0.2843]","[0.6516, 0.1675]","[0.6648, 0.0772]","[0.4869, 0.4547]","[0.4823, 0.3178]","[0.4724, 0.4506]","[0.4743, 0.5739]","[0.3753, 0.482]","[0.3855, 0.3793]","[0.3855, 0.5131]","[0.3866, 0.6144]","[0.2689, 0.5282]","[0.2817, 0.4256]","[0.2938, 0.5177]","[0.3016, 0.5938]"
"[0.3801, 0.8633]","[0.5571, 0.8282]","[0.7308, 0.7326]","[0.881, 0.675]","[1.005, 0.6674]","[0.6071, 0.453]","[0.6395, 0.2502]","[0.6502, 0.1163]","[0.6579, 0.0116]","[0.4892, 0.4503]","[0.482, 0.3189]","[0.4732, 0.4648]","[0.4786, 0.5861]","[0.3766, 0.4756]","[0.3729, 0.3788]","[0.3787, 0.5224]","[0.3885, 0.6227]","[0.2697, 0.5173]","[0.2744, 0.4256]","[0.2893, 0.5264]","[0.3022, 0.6017]"
"[0.3753, 0.8689]","[0.5548, 0.832]","[0.7299, 0.7349]","[0.8826, 0.6741]","[1.0075, 0.6645]","[0.6016, 0.4504]","[0.6367, 0.2335]","[0.6461, 0.0894]","[0.6509, -0.0253]","[0.4861, 0.4491]","[0.4742, 0.3267]","[0.4654, 0.4715]","[0.4718, 0.5881]","[0.3749, 0.4744]","[0.3656, 0.3887]","[0.374, 0.5298]","[0.3876, 0.6267]","[0.269, 0.5142]","[0.2705, 0.4311]","[0.287, 0.5297]","[0.3035, 0.6009]"
"[0.3683, 0.8783]","[0.5466, 0.8362]","[0.7265, 0.736]","[0.8847, 0.6773]","[1.0141, 0.6683]","[0.6025, 0.4481]","[0.6356, 0.238]","[0.6462, 0.1011]","[0.651, -0.0088]","[0.4868, 0.4468]","[0.4752, 0.3251]","[0.4661, 0.4747]","[0.4703, 0.5933]","[0.3754, 0.4715]","[0.3646, 0.3853]","[0.3707, 0.5324]","[0.3819, 0.6299]","[0.2699, 0.5105]","[0.27, 0.4315]","[0.2862, 0.5379]","[0.3026, 0.6111]"
"[0.3732, 0.8753]","[0.5545, 0.8328]","[0.7349, 0.7364]","[0.8925, 0.6759]","[1.0215, 0.6701]","[0.609, 0.449]","[0.6413, 0.2406]","[0.6521, 0.1067]","[0.659, 0.0009]","[0.4934, 0.4478]","[0.481, 0.324]","[0.4742, 0.473]","[0.4789, 0.5942]","[0.3819, 0.4722]","[0.3711, 0.3852]","[0.3791, 0.5329]","[0.3899, 0.6338]","[0.2749, 0.5104]","[0.2752, 0.4299]","[0.2931, 0.5354]","[0.309, 0.6101]"
"[0.374, 0.8727]","[0.5534, 0.8306]","[0.7339, 0.7344]","[0.891, 0.6754]","[1.019, 0.6702]","[0.6075, 0.4499]","[0.6432, 0.2376]","[0.6557, 0.1015]","[0.6635, -0.0054]","[0.4915, 0.4489]","[0.4813, 0.327]","[0.4726, 0.4789]","[0.4765, 0.6018]","[0.381, 0.4735]","[0.3725, 0.3882]","[0.379, 0.5369]","[0.3889, 0.6381]","[0.2744, 0.5109]","[0.2767, 0.4329]","[0.2923, 0.5377]","[0.3072, 0.6116]"
"[0.3751, 0.8741]","[0.556, 0.8279]","[0.7331, 0.7335]","[0.8918, 0.6748]","[1.0228, 0.6716]","[0.6081, 0.449]","[0.6423, 0.2389]","[0.6544, 0.1045]","[0.6613, -0.0033]","[0.4923, 0.4477]","[0.4812, 0.3246]","[0.4752, 0.4777]","[0.4817, 0.598]","[0.3816, 0.4728]","[0.373, 0.386]","[0.381, 0.5365]","[0.3919, 0.6342]","[0.2748, 0.5116]","[0.2771, 0.4325]","[0.2936, 0.5389]","[0.3088, 0.6108]"
"[0.375, 0.8748]","[0.5572, 0.8276]","[0.734, 0.7338]","[0.8929, 0.6742]","[1.0231, 0.6703]","[0.6078, 0.448]","[0.6422, 0.2384]","[0.6543, 0.104]","[0.6612, -0.003]","[0.4917, 0.4471]","[0.4824, 0.326]","[0.4762, 0.4797]","[0.4813, 0.6034]","[0.3819, 0.4721]","[0.3747, 0.3875]","[0.3836, 0.5378]","[0.3942, 0.6385]","[0.2754, 0.5095]","[0.28, 0.4307]","[0.2965, 0.5349]","[0.3123, 0.6075]"
"[0.3761, 0.8774]","[0.5591, 0.8303]","[0.7354, 0.7349]","[0.8915, 0.6748]","[1.0204, 0.6718]","[0.6074, 0.4471]","[0.6415, 0.2379]","[0.6537, 0.1044]","[0.6608, -0.0009]","[0.4911, 0.4467]","[0.4823, 0.3275]","[0.475, 0.479]","[0.4789, 0.6022]","[0.3811, 0.4722]","[0.374, 0.3893]","[0.382, 0.5375]","[0.3926, 0.6374]","[0.275, 0.5106]","[0.28, 0.4313]","[0.2968, 0.5337]","[0.3121, 0.6062]"
"[0.3736, 0.8763]","[0.5579, 0.8316]","[0.7356, 0.7369]","[0.8909, 0.6766]","[1.0186, 0.6731]","[0.6078, 0.4477]","[0.6429, 0.2389]","[0.6546, 0.1046]","[0.6609, -0.0023]","[0.4923, 0.4467]","[0.4797, 0.3265]","[0.4734, 0.4761]","[0.4794, 0.5967]","[0.3823, 0.4716]","[0.3698, 0.3921]","[0.3789, 0.5388]","[0.3921, 0.6362]","[0.2766, 0.5091]","[0.2762, 0.4323]","[0.2932, 0.535]","[0.3108, 0.6062]"
"[0.3692, 0.882]","[0.5533, 0.8345]","[0.7313, 0.7376]","[0.8897, 0.6763]","[1.0211, 0.6709]","[0.6042, 0.4548]","[0.6373, 0.2499]","[0.6489, 0.1169]","[0.6553, 0.01]","[0.4901, 0.4524]","[0.4799, 0.3269]","[0.473, 0.4784]","[0.478, 0.5994]","[0.3804, 0.4754]","[0.3698, 0.3921]","[0.3779, 0.5394]","[0.3906, 0.6347]","[0.2746, 0.5101]","[0.2759, 0.4305]","[0.2917, 0.5328]","[0.3078, 0.6011]"
"[0.373, 0.8709]","[0.5549, 0.8311]","[0.7309, 0.7411]","[0.8827, 0.678]","[1.01, 0.673]","[0.6055, 0.4522]","[0.6397, 0.2407]","[0.6524, 0.1054]","[0.6597, -0.0021]","[0.49, 0.4506]","[0.478, 0.3287]","[0.4704, 0.4801]","[0.4754, 0.6004]","[0.3806, 0.4742]","[0.3676, 0.3919]","[0.3771, 0.5374]","[0.3904, 0.6334]","[0.2754, 0.5099]","[0.2745, 0.4321]","[0.2925, 0.5355]","[0.3119, 0.6062]"
"[0.3749, 0.8692]","[0.554, 0.8361]","[0.7293, 0.7412]","[0.8835, 0.6804]","[1.0127, 0.6729]","[0.6109, 0.4477]","[0.6445, 0.2363]","[0.653, 0.0975]","[0.6543, -0.0152]","[0.4957, 0.4452]","[0.4801, 0.3273]","[0.4732, 0.4837]","[0.4803, 0.6015]","[0.3844, 0.4685]","[0.3679, 0.3933]","[0.3801, 0.5465]","[0.3963, 0.642]","[0.2785, 0.5041]","[0.2758, 0.4317]","[0.2958, 0.542]","[0.3166, 0.6129]"
"[0.3738, 0.8753]","[0.5562, 0.8313]","[0.7313, 0.7411]","[0.8892, 0.6805]","[1.0165, 0.6738]","[0.609, 0.4471]","[0.6433, 0.2379]","[0.6532, 0.1014]","[0.6547, -0.0117]","[0.4936, 0.4461]","[0.4811, 0.3298]","[0.4741, 0.4872]","[0.4799, 0.6049]","[0.3822, 0.4715]","[0.3701, 0.3908]","[0.38, 0.5454]","[0.3918, 0.6391]","[0.2742, 0.5094]","[0.2752, 0.4315]","[0.2944, 0.5419]","[0.3131, 0.6117]"
"[0.3736, 0.877]","[0.5567, 0.8361]","[0.7353, 0.7417]","[0.8902, 0.6823]","[1.0174, 0.6762]","[0.6104, 0.4499]","[0.6469, 0.2403]","[0.6577, 0.1033]","[0.6597, -0.0103]","[0.4952, 0.448]","[0.4826, 0.3281]","[0.4774, 0.4864]","[0.4837, 0.6047]","[0.384, 0.4724]","[0.3717, 0.3918]","[0.3836, 0.5478]","[0.3971, 0.6442]","[0.277, 0.5096]","[0.2777, 0.4335]","[0.2983, 0.5451]","[0.3172, 0.6169]"
"[0.3772, 0.8729]","[0.5593, 0.8359]","[0.7389, 0.7416]","[0.8954, 0.6826]","[1.025, 0.6776]","[0.6145, 0.4486]","[0.6501, 0.2367]","[0.6599, 0.0989]","[0.6624, -0.0138]","[0.4986, 0.4459]","[0.4854, 0.3281]","[0.4781, 0.4868]","[0.484, 0.6052]","[0.3858, 0.47]","[0.3703, 0.3916]","[0.382, 0.5477]","[0.3975, 0.6448]","[0.2782, 0.5076]","[0.2739, 0.4359]","[0.2946, 0.5496]","[0.3155, 0.623]"
"[0.379, 0.87]","[0.5628, 0.8324]","[0.7409, 0.7375]","[0.8951, 0.6791]","[1.0227, 0.6747]","[0.6145, 0.4479]","[0.6485, 0.237]","[0.6582, 0.1025]","[0.6612, -0.0065]","[0.498, 0.4461]","[0.4878, 0.3275]","[0.4796, 0.4851]","[0.4839, 0.6045]","[0.3845, 0.471]","[0.373, 0.3887]","[0.384, 0.5449]","[0.3986, 0.6438]","[0.2752, 0.5097]","[0.2747, 0.4362]","[0.2961, 0.5487]","[0.3163, 0.6225]"
"[0.375, 0.8737]","[0.5571, 0.8342]","[0.7363, 0.7386]","[0.8961, 0.681]","[1.0281, 0.6748]","[0.6132, 0.4495]","[0.6492, 0.238]","[0.6589, 0.1025]","[0.662, -0.0084]","[0.4965, 0.448]","[0.4859, 0.3288]","[0.478, 0.4834]","[0.4849, 0.6024]","[0.383, 0.4729]","[0.3732, 0.3912]","[0.383, 0.5448]","[0.3973, 0.6439]","[0.2749, 0.5116]","[0.2766, 0.4359]","[0.2963, 0.5468]","[0.3155, 0.6219]"
"[0.3736, 0.8745]","[0.5551, 0.8361]","[0.7335, 0.7409]","[0.8933, 0.6814]","[1.0246, 0.6774]","[0.6127, 0.451]","[0.6476, 0.2422]","[0.6585, 0.109]","[0.6631, 0.0007]","[0.4971, 0.4481]","[0.4861, 0.3266]","[0.4787, 0.482]","[0.4845, 0.6024]","[0.3853, 0.4724]","[0.3747, 0.391]","[0.3851, 0.5448]","[0.3986, 0.6428]","[0.2775, 0.5103]","[0.2795, 0.4353]","[0.2991, 0.547]","[0.3187, 0.6211]"
"[0.3763, 0.8731]","[0.5579, 0.8357]","[0.7348, 0.744]","[0.8897, 0.6847]","[1.0177, 0.6797]","[0.6143, 0.4504]","[0.6494, 0.238]","[0.6592, 0.1021]","[0.6623, -0.0088]","[0.4974, 0.4486]","[0.4855, 0.3301]","[0.4777, 0.4859]","[0.4844, 0.6042]","[0.3851, 0.4736]","[0.374, 0.3927]","[0.3844, 0.5461]","[0.3983, 0.6421]","[0.2771, 0.512]","[0.2787, 0.4378]","[0.2979, 0.5494]","[0.3175, 0.6223]"
"[0.3766, 0.8738]","[0.5566, 0.8326]","[0.7291, 0.743]","[0.8824, 0.6853]","[1.0114, 0.6802]","[0.6108, 0.4502]","[0.648, 0.2383]","[0.6605, 0.1021]","[0.6652, -0.0087]","[0.4948, 0.449]","[0.4831, 0.3289]","[0.4745, 0.4832]","[0.4797, 0.6019]","[0.3833, 0.4737]","[0.3719, 0.3912]","[0.3818, 0.5423]","[0.3951, 0.6385]","[0.2762, 0.5116]","[0.2772, 0.4355]","[0.2966, 0.5442]","[0.3157, 0.6169]"
"[0.3774, 0.8705]","[0.5569, 0.833]","[0.7302, 0.7437]","[0.8833, 0.684]","[1.0127, 0.6767]","[0.6137, 0.4494]","[0.6489, 0.2397]","[0.6587, 0.1015]","[0.6614, -0.0109]","[0.4981, 0.4462]","[0.4839, 0.3264]","[0.4747, 0.4818]","[0.4801, 0.6013]","[0.3866, 0.4693]","[0.3703, 0.3905]","[0.3798, 0.5428]","[0.3948, 0.6395]","[0.2796, 0.5055]","[0.2765, 0.4292]","[0.2941, 0.5408]","[0.3141, 0.6152]"
"[0.3851, 0.8743]","[0.5672, 0.8355]","[0.7414, 0.7452]","[0.8928, 0.6838]","[1.0208, 0.6766]","[0.6195, 0.448]","[0.6545, 0.2422]","[0.6643, 0.1061]","[0.6671, -0.0046]","[0.5033, 0.4448]","[0.4899, 0.3273]","[0.4822, 0.4827]","[0.4881, 0.6001]","[0.392, 0.468]","[0.3781, 0.3893]","[0.3861, 0.5413]","[0.3987, 0.6378]","[0.2854, 0.5049]","[0.2836, 0.4269]","[0.301, 0.5369]","[0.319, 0.6101]"
"[0.3895, 0.8797]","[0.5696, 0.8381]","[0.7436, 0.746]","[0.895, 0.6854]","[1.023, 0.6788]","[0.6206, 0.4504]","[0.6554, 0.2445]","[0.6665, 0.1087]","[0.6697, -0.0022]","[0.506, 0.4461]","[0.495, 0.3276]","[0.4876, 0.4835]","[0.4921, 0.6]","[0.3952, 0.4683]","[0.3827, 0.3889]","[0.3918, 0.5383]","[0.4044, 0.6317]","[0.2889, 0.5038]","[0.2875, 0.4268]","[0.3061, 0.5347]","[0.3237, 0.6045]"
"[0.3831, 0.8892]","[0.5645, 0.8441]","[0.7413, 0.7419]","[0.8999, 0.6818]","[1.0337, 0.6787]","[0.62, 0.4542]","[0.655, 0.2493]","[0.6664, 0.1187]","[0.6718, 0.0111]","[0.5052, 0.4504]","[0.495, 0.3294]","[0.4903, 0.4853]","[0.4975, 0.6035]","[0.3933, 0.4735]","[0.3866, 0.3927]","[0.3964, 0.5462]","[0.4091, 0.6417]","[0.286, 0.5103]","[0.292, 0.4284]","[0.3088, 0.5362]","[0.3238, 0.6062]"
"[0.3789, 0.8716]","[0.5628, 0.8392]","[0.7445, 0.7428]","[0.9023, 0.6826]","[1.0344, 0.6821]","[0.6185, 0.452]","[0.6542, 0.2418]","[0.6677, 0.1086]","[0.6761, 0.0019]","[0.5019, 0.4484]","[0.4927, 0.3338]","[0.4862, 0.4885]","[0.4914, 0.608]","[0.3892, 0.4703]","[0.3834, 0.3977]","[0.3927, 0.5489]","[0.4049, 0.6447]","[0.281, 0.5047]","[0.2887, 0.4333]","[0.305, 0.5411]","[0.3206, 0.6111]"
"[0.3761, 0.8826]","[0.5601, 0.8328]","[0.7354, 0.7407]","[0.8967, 0.6845]","[1.031, 0.6846]","[0.6117, 0.4587]","[0.6464, 0.2567]","[0.6603, 0.1242]","[0.6672, 0.0131]","[0.4958, 0.4537]","[0.4892, 0.3321]","[0.4836, 0.4899]","[0.4879, 0.6134]","[0.3834, 0.4768]","[0.3808, 0.3935]","[0.3897, 0.5465]","[0.3992, 0.6436]","[0.2734, 0.5129]","[0.2817, 0.4349]","[0.3008, 0.5426]","[0.3168, 0.6134]"
"[0.3817, 0.872]","[0.5617, 0.8383]","[0.7394, 0.7435]","[0.8949, 0.686]","[1.024, 0.6805]","[0.6167, 0.4542]","[0.6538, 0.2379]","[0.6654, 0.0972]","[0.6708, -0.0164]","[0.4998, 0.4514]","[0.4894, 0.3368]","[0.4807, 0.4946]","[0.4857, 0.6133]","[0.3862, 0.4737]","[0.378, 0.3961]","[0.3871, 0.55]","[0.3999, 0.6479]","[0.2778, 0.5078]","[0.2839, 0.4295]","[0.2987, 0.5388]","[0.3124, 0.6119]"
"[0.3751, 0.8792]","[0.5579, 0.8367]","[0.7342, 0.7438]","[0.8914, 0.6857]","[1.024, 0.6812]","[0.6105, 0.4556]","[0.6465, 0.2488]","[0.6581, 0.1133]","[0.6633, 0.0028]","[0.4954, 0.4535]","[0.4869, 0.3336]","[0.4767, 0.487]","[0.4802, 0.6049]","[0.383, 0.477]","[0.3765, 0.3935]","[0.3815, 0.545]","[0.3912, 0.6396]","[0.2737, 0.5129]","[0.2793, 0.4309]","[0.2941, 0.5374]","[0.307, 0.6076]"
"[0.3805, 0.8742]","[0.5621, 0.8357]","[0.7369, 0.7455]","[0.8893, 0.6892]","[1.0165, 0.6875]","[0.6137, 0.4513]","[0.65, 0.2406]","[0.662, 0.1024]","[0.6664, -0.0098]","[0.4979, 0.449]","[0.4866, 0.3357]","[0.4775, 0.4889]","[0.4814, 0.6033]","[0.3854, 0.4724]","[0.3759, 0.3945]","[0.3822, 0.5445]","[0.3926, 0.6365]","[0.2775, 0.5086]","[0.2814, 0.4278]","[0.2952, 0.5354]","[0.3074, 0.6058]"
"[0.3786, 0.8754]","[0.5634, 0.8406]","[0.7387, 0.7464]","[0.8933, 0.685]","[1.0231, 0.6805]","[0.6168, 0.4502]","[0.652, 0.2339]","[0.6632, 0.0897]","[0.6658, -0.0273]","[0.5008, 0.4472]","[0.4888, 0.3345]","[0.4798, 0.4913]","[0.4822, 0.6086]","[0.3883, 0.47]","[0.3787, 0.3921]","[0.385, 0.5439]","[0.3938, 0.6391]","[0.28, 0.5053]","[0.2844, 0.4251]","[0.2987, 0.5337]","[0.3108, 0.605]"
"[0.3777, 0.8791]","[0.5592, 0.8397]","[0.7362, 0.7465]","[0.8917, 0.6877]","[1.0223, 0.683]","[0.6143, 0.4509]","[0.6506, 0.2391]","[0.663, 0.1009]","[0.667, -0.0121]","[0.5001, 0.447]","[0.4872, 0.3353]","[0.4782, 0.4912]","[0.4809, 0.608]","[0.3891, 0.4679]","[0.3761, 0.3915]","[0.3836, 0.5423]","[0.3945, 0.6374]","[0.2819, 0.4999]","[0.2822, 0.4254]","[0.2988, 0.5347]","[0.3151, 0.6065]"
"[0.3791, 0.8842]","[0.5605, 0.8416]","[0.7365, 0.7449]","[0.8926, 0.6863]","[1.0247, 0.6841]","[0.6172, 0.4501]","[0.6544, 0.2408]","[0.6679, 0.1046]","[0.6744, -0.0065]","[0.5015, 0.4464]","[0.4918, 0.3327]","[0.4821, 0.4894]","[0.4853, 0.607]","[0.3894, 0.4683]","[0.3804, 0.3898]","[0.3856, 0.5408]","[0.3956, 0.6349]","[0.2815, 0.5023]","[0.2854, 0.4227]","[0.2989, 0.53]","[0.3126, 0.5996]"
"[0.377, 0.8874]","[0.5579, 0.8404]","[0.7347, 0.7459]","[0.8934, 0.6866]","[1.0264, 0.6853]","[0.6125, 0.4548]","[0.6514, 0.2511]","[0.666, 0.1213]","[0.6729, 0.0142]","[0.4974, 0.4496]","[0.4904, 0.3327]","[0.4814, 0.4928]","[0.4829, 0.6147]","[0.3864, 0.4706]","[0.3791, 0.3886]","[0.3852, 0.5453]","[0.394, 0.6449]","[0.2779, 0.5041]","[0.2815, 0.4229]","[0.2966, 0.5362]","[0.3116, 0.6115]"
