"[0.3892, 0.8785]","[0.5739, 0.8529]","[0.7424, 0.7322]","[0.8954, 0.6752]","[1.0286, 0.6763]","[0.5848, 0.4336]","[0.5921, 0.2091]","[0.5934, 0.0569]","[0.5948, -0.0672]","[0.4601, 0.443]","[0.4821, 0.3244]","[0.5032, 0.4851]","[0.5141, 0.621]","[0.3373, 0.4817]","[0.3699, 0.3858]","[0.4058, 0.5386]","[0.418, 0.655]","[0.2167, 0.54]","[0.2551, 0.454]","[0.3041, 0.5671]","[0.3271, 0.6561]"
"[0.3762, 0.9048]","[0.5669, 0.8658]","[0.7514, 0.7325]","[0.9303, 0.6665]","[1.0807, 0.6664]","[0.585, 0.431]","[0.597, 0.1957]","[0.5995, 0.0479]","[0.6054, -0.0694]","[0.4562, 0.4393]","[0.4759, 0.3129]","[0.5008, 0.4858]","[0.5219, 0.6213]","[0.3323, 0.4777]","[0.3598, 0.3877]","[0.3976, 0.5505]","[0.4154, 0.6653]","[0.2117, 0.5354]","[0.2524, 0.4569]","[0.2976, 0.5694]","[0.3174, 0.6513]"
"[0.3735, 0.9214]","[0.5687, 0.8605]","[0.7539, 0.7274]","[0.9239, 0.6603]","[1.0603, 0.6521]","[0.5841, 0.4288]","[0.5979, 0.1946]","[0.6005, 0.0468]","[0.6044, -0.0721]","[0.4569, 0.4393]","[0.4731, 0.3174]","[0.5012, 0.485]","[0.5233, 0.6187]","[0.3333, 0.4792]","[0.3571, 0.3966]","[0.3989, 0.5569]","[0.4214, 0.6713]","[0.2121, 0.5371]","[0.2468, 0.4648]","[0.2968, 0.5733]","[0.3232, 0.653]"
"[0.371, 0.9197]","[0.566, 0.86]","[0.7542, 0.7296]","[0.9272, 0.6629]","[1.0702, 0.6603]","[0.5842, 0.4321]","[0.5973, 0.1969]","[0.6041, 0.0545]","[0.6142, -0.0575]","[0.4571, 0.441]","[0.477, 0.3142]","[0.5011, 0.4847]","[0.5187, 0.6217]","[0.3344, 0.479]","[0.3596, 0.3994]","[0.3968, 0.5596]","[0.4168, 0.6723]","[0.2127, 0.5342]","[0.2468, 0.4673]","[0.2952, 0.5726]","[0.321, 0.6471]"
"[0.3734, 0.9174]","[0.5681, 0.8566]","[0.752, 0.7302]","[0.9187, 0.6657]","[1.0566, 0.6618]","[0.5829, 0.4286]","[0.5975, 0.1958]","[0.6042, 0.0534]","[0.6136, -0.0609]","[0.4568, 0.4381]","[0.4732, 0.3194]","[0.4944, 0.492]","[0.5113, 0.6281]","[0.3344, 0.4768]","[0.3557, 0.4026]","[0.394, 0.5657]","[0.416, 0.6803]","[0.2133, 0.5333]","[0.245, 0.4663]","[0.2952, 0.5761]","[0.3231, 0.656]"
"[0.3697, 0.9127]","[0.5664, 0.8564]","[0.7545, 0.7292]","[0.9258, 0.6646]","[1.0682, 0.6617]","[0.5867, 0.4227]","[0.6023, 0.1953]","[0.6059, 0.0552]","[0.6122, -0.0569]","[0.4587, 0.4307]","[0.471, 0.3221]","[0.4909, 0.4928]","[0.5098, 0.6288]","[0.3353, 0.4682]","[0.3551, 0.4045]","[0.3922, 0.57]","[0.4156, 0.6864]","[0.2152, 0.5241]","[0.2451, 0.467]","[0.2936, 0.5796]","[0.3232, 0.6596]"
"[0.3695, 0.9185]","[0.5671, 0.8626]","[0.7548, 0.7346]","[0.9226, 0.6695]","[1.0617, 0.6632]","[0.5898, 0.4263]","[0.6088, 0.1958]","[0.6137, 0.0516]","[0.6201, -0.0643]","[0.46, 0.4347]","[0.4744, 0.3251]","[0.4951, 0.4943]","[0.5131, 0.6286]","[0.3363, 0.4723]","[0.359, 0.407]","[0.3975, 0.5722]","[0.4205, 0.6877]","[0.217, 0.5278]","[0.2513, 0.4663]","[0.2997, 0.5797]","[0.3285, 0.6607]"
"[0.3712, 0.9184]","[0.5673, 0.863]","[0.7565, 0.7355]","[0.9258, 0.6708]","[1.0663, 0.6653]","[0.5909, 0.4247]","[0.6075, 0.1954]","[0.6125, 0.0535]","[0.62, -0.0604]","[0.4603, 0.4326]","[0.476, 0.3267]","[0.497, 0.496]","[0.5157, 0.6318]","[0.3362, 0.4695]","[0.3606, 0.4092]","[0.3986, 0.5733]","[0.4215, 0.6895]","[0.216, 0.5242]","[0.2508, 0.4686]","[0.2991, 0.5823]","[0.3283, 0.6639]"
"[0.3725, 0.9161]","[0.567, 0.8635]","[0.7547, 0.7351]","[0.9253, 0.6722]","[1.0661, 0.6689]","[0.5893, 0.4235]","[0.6051, 0.1902]","[0.6118, 0.0501]","[0.6207, -0.0595]","[0.4589, 0.4318]","[0.4763, 0.3302]","[0.497, 0.5013]","[0.5149, 0.6356]","[0.335, 0.468]","[0.3605, 0.4096]","[0.3984, 0.5745]","[0.4206, 0.6875]","[0.2153, 0.5207]","[0.2514, 0.4675]","[0.2995, 0.5803]","[0.3274, 0.6576]"
"[0.3692, 0.9146]","[0.5658, 0.8652]","[0.758, 0.734]","[0.9361, 0.6698]","[1.0824, 0.6693]","[0.5881, 0.4242]","[0.6023, 0.1871]","[0.6094, 0.0452]","[0.6193, -0.0647]","[0.4574, 0.4339]","[0.4772, 0.3287]","[0.4964, 0.5009]","[0.5125, 0.6367]","[0.3334, 0.4715]","[0.3592, 0.4114]","[0.3965, 0.5784]","[0.4176, 0.6927]","[0.2138, 0.525]","[0.2493, 0.4693]","[0.2975, 0.5847]","[0.3251, 0.6638]"
"[0.3691, 0.9176]","[0.5656, 0.8631]","[0.7561, 0.7341]","[0.9339, 0.6721]","[1.0795, 0.6702]","[0.5879, 0.4269]","[0.605, 0.1929]","[0.6124, 0.0494]","[0.6207, -0.0671]","[0.4595, 0.436]","[0.4779, 0.3318]","[0.497, 0.5046]","[0.512, 0.6397]","[0.3363, 0.4734]","[0.3612, 0.4104]","[0.3984, 0.5777]","[0.4196, 0.6936]","[0.217, 0.5267]","[0.2521, 0.4689]","[0.3009, 0.5843]","[0.3293, 0.6654]"
"[0.3724, 0.9141]","[0.5685, 0.8624]","[0.755, 0.736]","[0.9251, 0.6737]","[1.0644, 0.6689]","[0.5911, 0.4245]","[0.6053, 0.1886]","[0.6107, 0.0445]","[0.6176, -0.0711]","[0.4607, 0.4338]","[0.4804, 0.3323]","[0.5017, 0.5069]","[0.5169, 0.6415]","[0.3364, 0.4714]","[0.3625, 0.4113]","[0.4002, 0.5801]","[0.4189, 0.6941]","[0.2155, 0.5249]","[0.2528, 0.4703]","[0.3017, 0.5874]","[0.3274, 0.6676]"
