"[0.4056, 0.917]","[0.5948, 0.8708]","[0.7635, 0.7704]","[0.9104, 0.7157]","[1.0479, 0.6981]","[0.6115, 0.4398]","[0.6487, 0.2259]","[0.6598, 0.0894]","[0.667, -0.0175]","[0.4754, 0.453]","[0.4498, 0.2956]","[0.4395, 0.4395]","[0.4469, 0.5778]","[0.3535, 0.4924]","[0.3351, 0.37]","[0.3428, 0.513]","[0.3592, 0.6311]","[0.2545, 0.5488]","[0.2283, 0.4376]","[0.2543, 0.5371]","[0.2845, 0.6281]"
"[0.4084, 0.9353]","[0.5982, 0.8768]","[0.7773, 0.7678]","[0.9506, 0.7072]","[1.0995, 0.699]","[0.6121, 0.4339]","[0.6481, 0.2148]","[0.6573, 0.0689]","[0.6642, -0.0497]","[0.4767, 0.438]","[0.4488, 0.2933]","[0.4415, 0.4396]","[0.4508, 0.5699]","[0.3557, 0.476]","[0.3298, 0.3763]","[0.3438, 0.5199]","[0.3618, 0.6295]","[0.2515, 0.533]","[0.2268, 0.4369]","[0.2487, 0.5365]","[0.2738, 0.6187]"
"[0.4038, 0.9377]","[0.593, 0.8744]","[0.7767, 0.763]","[0.9481, 0.7013]","[1.0949, 0.6947]","[0.6078, 0.4369]","[0.6447, 0.2173]","[0.6548, 0.0742]","[0.66, -0.04]","[0.4739, 0.4426]","[0.4492, 0.3008]","[0.4448, 0.4442]","[0.4533, 0.5716]","[0.3534, 0.4796]","[0.3281, 0.3839]","[0.3422, 0.5212]","[0.36, 0.6266]","[0.2486, 0.5317]","[0.2242, 0.4425]","[0.2468, 0.5335]","[0.2727, 0.6088]"
"[0.4013, 0.9375]","[0.5929, 0.8759]","[0.7773, 0.7649]","[0.9481, 0.7019]","[1.0946, 0.6938]","[0.6074, 0.4372]","[0.6449, 0.2161]","[0.6547, 0.0719]","[0.6595, -0.0425]","[0.4741, 0.4426]","[0.4468, 0.2986]","[0.4417, 0.4417]","[0.451, 0.5693]","[0.3541, 0.4794]","[0.3277, 0.3849]","[0.3413, 0.5236]","[0.3598, 0.6282]","[0.25, 0.5317]","[0.2255, 0.4435]","[0.2469, 0.537]","[0.2723, 0.6123]"
"[0.4039, 0.9434]","[0.591, 0.8813]","[0.7717, 0.7675]","[0.9399, 0.703]","[1.0839, 0.6933]","[0.6076, 0.4376]","[0.6423, 0.2116]","[0.6499, 0.0637]","[0.6518, -0.0537]","[0.4732, 0.4439]","[0.4468, 0.2984]","[0.4415, 0.4466]","[0.4513, 0.5762]","[0.353, 0.4815]","[0.3274, 0.3819]","[0.3391, 0.5227]","[0.3565, 0.6292]","[0.2489, 0.5341]","[0.225, 0.4435]","[0.2448, 0.5364]","[0.2692, 0.612]"
"[0.3997, 0.9437]","[0.5903, 0.8819]","[0.7747, 0.7701]","[0.9466, 0.7053]","[1.0942, 0.6956]","[0.6061, 0.4402]","[0.6427, 0.2161]","[0.6537, 0.0687]","[0.6591, -0.0488]","[0.474, 0.4447]","[0.4464, 0.2976]","[0.4415, 0.4419]","[0.4501, 0.5719]","[0.3552, 0.4804]","[0.3283, 0.3843]","[0.3412, 0.5232]","[0.359, 0.63]","[0.2512, 0.5306]","[0.2253, 0.4372]","[0.2475, 0.5304]","[0.2738, 0.6079]"
"[0.4004, 0.9456]","[0.589, 0.8862]","[0.7668, 0.7714]","[0.9288, 0.7053]","[1.0676, 0.6935]","[0.6086, 0.438]","[0.6458, 0.2104]","[0.655, 0.0599]","[0.6571, -0.0599]","[0.4747, 0.4443]","[0.4475, 0.3013]","[0.4414, 0.4479]","[0.4501, 0.5759]","[0.3541, 0.481]","[0.3282, 0.3875]","[0.3412, 0.5277]","[0.3597, 0.6325]","[0.249, 0.5329]","[0.2258, 0.4419]","[0.2482, 0.5357]","[0.2756, 0.6111]"
"[0.4008, 0.9536]","[0.5902, 0.8902]","[0.7714, 0.7721]","[0.9409, 0.7044]","[1.086, 0.6943]","[0.608, 0.4452]","[0.6423, 0.2208]","[0.6517, 0.074]","[0.6566, -0.0445]","[0.4749, 0.4492]","[0.447, 0.297]","[0.4432, 0.4412]","[0.4523, 0.5711]","[0.3551, 0.4834]","[0.3286, 0.3858]","[0.3434, 0.5249]","[0.3614, 0.6311]","[0.25, 0.5327]","[0.2264, 0.44]","[0.2502, 0.5339]","[0.2767, 0.611]"
"[0.4038, 0.9472]","[0.5966, 0.8849]","[0.7786, 0.7669]","[0.9495, 0.7]","[1.0948, 0.6902]","[0.6126, 0.4403]","[0.6484, 0.2084]","[0.6565, 0.0564]","[0.6608, -0.0646]","[0.4799, 0.4446]","[0.448, 0.2945]","[0.4421, 0.4419]","[0.452, 0.5725]","[0.3598, 0.4803]","[0.33, 0.385]","[0.345, 0.5275]","[0.3648, 0.6348]","[0.2541, 0.5306]","[0.2272, 0.4392]","[0.251, 0.5362]","[0.2788, 0.6144]"
"[0.4054, 0.9487]","[0.5967, 0.8842]","[0.7796, 0.7664]","[0.9457, 0.6994]","[1.0868, 0.6916]","[0.6112, 0.44]","[0.6458, 0.2131]","[0.6528, 0.0671]","[0.6558, -0.0472]","[0.4784, 0.4449]","[0.4506, 0.2987]","[0.446, 0.442]","[0.456, 0.5705]","[0.3586, 0.4798]","[0.3297, 0.383]","[0.3443, 0.522]","[0.3644, 0.6286]","[0.2536, 0.5291]","[0.2279, 0.4375]","[0.2515, 0.5306]","[0.2792, 0.6075]"
"[0.4069, 0.9467]","[0.5981, 0.8829]","[0.7813, 0.7632]","[0.9539, 0.6957]","[1.1046, 0.6875]","[0.6133, 0.4409]","[0.6459, 0.22]","[0.6529, 0.0779]","[0.6565, -0.0334]","[0.4806, 0.4448]","[0.4532, 0.2969]","[0.4488, 0.4421]","[0.4576, 0.5727]","[0.3603, 0.4792]","[0.3329, 0.3835]","[0.3492, 0.5228]","[0.3697, 0.6295]","[0.2542, 0.5278]","[0.2307, 0.4344]","[0.2556, 0.5285]","[0.283, 0.6056]"
"[0.404, 0.9375]","[0.5953, 0.8805]","[0.7791, 0.7648]","[0.9495, 0.6978]","[1.0966, 0.6869]","[0.6144, 0.4331]","[0.6491, 0.2011]","[0.6555, 0.0464]","[0.6562, -0.0757]","[0.4803, 0.4391]","[0.4521, 0.3016]","[0.4472, 0.448]","[0.4566, 0.5751]","[0.3585, 0.4756]","[0.3319, 0.3834]","[0.3474, 0.5232]","[0.3674, 0.6268]","[0.2519, 0.5272]","[0.229, 0.4359]","[0.2535, 0.5307]","[0.2817, 0.6064]"
"[0.3988, 0.9413]","[0.5914, 0.8842]","[0.7712, 0.773]","[0.9363, 0.7095]","[1.077, 0.6997]","[0.6138, 0.4339]","[0.6451, 0.2112]","[0.6513, 0.0641]","[0.6533, -0.0544]","[0.4814, 0.4386]","[0.4553, 0.299]","[0.454, 0.4432]","[0.4664, 0.5711]","[0.3606, 0.4738]","[0.3332, 0.3836]","[0.3503, 0.521]","[0.3703, 0.6237]","[0.2541, 0.5238]","[0.2302, 0.4339]","[0.2546, 0.5268]","[0.2832, 0.6011]"
