"[0.3209, 0.7134]","[0.4415, 0.6614]","[0.5504, 0.5913]","[0.6448, 0.5754]","[0.7321, 0.5955]","[0.45, 0.3827]","[0.5915, 0.3639]","[0.6768, 0.3445]","[0.7458, 0.3242]","[0.3872, 0.3737]","[0.5636, 0.414]","[0.5532, 0.5215]","[0.5138, 0.5579]","[0.3364, 0.4055]","[0.5045, 0.4541]","[0.4954, 0.5487]","[0.4557, 0.5706]","[0.2982, 0.4627]","[0.4292, 0.486]","[0.44, 0.5555]","[0.4126, 0.5806]"
"[0.3243, 0.7215]","[0.4465, 0.6606]","[0.5531, 0.5917]","[0.6458, 0.5792]","[0.7283, 0.5959]","[0.4487, 0.3839]","[0.593, 0.3693]","[0.6756, 0.3444]","[0.7449, 0.3193]","[0.3867, 0.3752]","[0.5583, 0.4131]","[0.5504, 0.5221]","[0.5132, 0.5582]","[0.3408, 0.4081]","[0.5038, 0.4555]","[0.4925, 0.5517]","[0.4491, 0.5721]","[0.3066, 0.4662]","[0.4334, 0.49]","[0.4382, 0.5578]","[0.4051, 0.5768]"
"[0.3211, 0.7213]","[0.4454, 0.6589]","[0.5525, 0.5911]","[0.6456, 0.5787]","[0.7309, 0.5937]","[0.4461, 0.382]","[0.5891, 0.3688]","[0.6722, 0.3442]","[0.7428, 0.3203]","[0.3844, 0.3748]","[0.558, 0.4095]","[0.5517, 0.5189]","[0.5166, 0.5566]","[0.3389, 0.4095]","[0.5034, 0.4537]","[0.4943, 0.5505]","[0.4532, 0.5738]","[0.3056, 0.4695]","[0.4333, 0.4883]","[0.4394, 0.5572]","[0.4081, 0.5794]"
"[0.3217, 0.7209]","[0.4464, 0.6591]","[0.5534, 0.5917]","[0.6461, 0.5786]","[0.7316, 0.5917]","[0.4464, 0.3818]","[0.5902, 0.3689]","[0.6726, 0.3442]","[0.7425, 0.3194]","[0.3845, 0.3748]","[0.5599, 0.4108]","[0.5522, 0.5211]","[0.5165, 0.5589]","[0.3389, 0.4099]","[0.5056, 0.4544]","[0.4946, 0.5517]","[0.4525, 0.5752]","[0.3052, 0.4704]","[0.436, 0.4885]","[0.4414, 0.5575]","[0.4096, 0.5803]"
"[0.3218, 0.7219]","[0.446, 0.661]","[0.554, 0.5916]","[0.6472, 0.5793]","[0.731, 0.5939]","[0.4478, 0.3821]","[0.5877, 0.3674]","[0.6691, 0.3437]","[0.7391, 0.3196]","[0.3848, 0.3753]","[0.5579, 0.4131]","[0.549, 0.5238]","[0.5124, 0.5613]","[0.337, 0.4102]","[0.5037, 0.4538]","[0.493, 0.5532]","[0.4511, 0.5776]","[0.3004, 0.4702]","[0.4325, 0.4886]","[0.4367, 0.5589]","[0.4031, 0.5813]"
"[0.3179, 0.724]","[0.4402, 0.6619]","[0.5472, 0.5921]","[0.6405, 0.5795]","[0.726, 0.5919]","[0.4422, 0.3832]","[0.5828, 0.3664]","[0.665, 0.3428]","[0.7362, 0.3193]","[0.379, 0.3767]","[0.5539, 0.4135]","[0.5431, 0.5218]","[0.5051, 0.5595]","[0.3318, 0.4116]","[0.5002, 0.4562]","[0.4859, 0.5537]","[0.4428, 0.5769]","[0.2961, 0.4718]","[0.4306, 0.491]","[0.4317, 0.5605]","[0.3965, 0.5825]"
"[0.3161, 0.722]","[0.442, 0.66]","[0.5477, 0.5924]","[0.6403, 0.5793]","[0.7257, 0.5913]","[0.4423, 0.3818]","[0.5834, 0.3676]","[0.6649, 0.3435]","[0.7346, 0.3207]","[0.3789, 0.3755]","[0.5527, 0.4102]","[0.5459, 0.5199]","[0.5112, 0.5581]","[0.3316, 0.4107]","[0.4976, 0.4561]","[0.4861, 0.5538]","[0.4443, 0.5767]","[0.2965, 0.471]","[0.4267, 0.4928]","[0.4295, 0.5613]","[0.3957, 0.5819]"
"[0.3181, 0.7229]","[0.4437, 0.6607]","[0.5511, 0.5923]","[0.6457, 0.5806]","[0.729, 0.5964]","[0.4453, 0.3817]","[0.5874, 0.3689]","[0.6693, 0.3453]","[0.7385, 0.3234]","[0.3817, 0.3753]","[0.5536, 0.4152]","[0.5456, 0.5236]","[0.5095, 0.5597]","[0.3339, 0.4107]","[0.4976, 0.4579]","[0.4857, 0.5537]","[0.4429, 0.5751]","[0.2984, 0.4709]","[0.4271, 0.4933]","[0.4302, 0.562]","[0.3965, 0.583]"
"[0.3214, 0.7233]","[0.4486, 0.6617]","[0.5549, 0.5946]","[0.6483, 0.5835]","[0.7307, 0.6021]","[0.4509, 0.3837]","[0.5935, 0.3711]","[0.675, 0.3479]","[0.7433, 0.3255]","[0.3875, 0.3774]","[0.5577, 0.4194]","[0.549, 0.5271]","[0.5118, 0.5617]","[0.3398, 0.4129]","[0.5014, 0.4622]","[0.4898, 0.5576]","[0.4475, 0.5788]","[0.3047, 0.4727]","[0.4302, 0.4957]","[0.4351, 0.564]","[0.4039, 0.585]"
"[0.3197, 0.7254]","[0.4453, 0.6628]","[0.5506, 0.5952]","[0.6437, 0.5851]","[0.728, 0.6061]","[0.448, 0.3841]","[0.5936, 0.3713]","[0.677, 0.3461]","[0.7473, 0.3213]","[0.3841, 0.3785]","[0.5587, 0.4191]","[0.549, 0.5278]","[0.5113, 0.5629]","[0.3374, 0.4154]","[0.5038, 0.4639]","[0.4907, 0.56]","[0.4471, 0.5803]","[0.3032, 0.4768]","[0.434, 0.4995]","[0.4355, 0.5658]","[0.4003, 0.5837]"
