"[0.5202, 0.6999]","[0.4201, 0.6703]","[0.3638, 0.5536]","[0.3841, 0.4417]","[0.4184, 0.3774]","[0.411, 0.4674]","[0.4082, 0.3681]","[0.4242, 0.3161]","[0.445, 0.3041]","[0.4825, 0.4816]","[0.5054, 0.4032]","[0.5049, 0.4901]","[0.4925, 0.5627]","[0.5468, 0.5057]","[0.569, 0.4582]","[0.557, 0.5498]","[0.5393, 0.6097]","[0.6076, 0.5368]","[0.622, 0.4948]","[0.6114, 0.5609]","[0.5972, 0.6072]"
"[0.5266, 0.7231]","[0.4242, 0.6739]","[0.3707, 0.5548]","[0.3882, 0.4452]","[0.4157, 0.3779]","[0.4074, 0.4713]","[0.402, 0.374]","[0.422, 0.3174]","[0.4451, 0.3051]","[0.4783, 0.4872]","[0.5021, 0.401]","[0.5018, 0.4824]","[0.4899, 0.5581]","[0.5438, 0.5124]","[0.5657, 0.4552]","[0.5538, 0.5422]","[0.5358, 0.6061]","[0.6066, 0.546]","[0.6194, 0.4973]","[0.6084, 0.5553]","[0.5951, 0.6019]"
"[0.5226, 0.7339]","[0.4214, 0.6757]","[0.3698, 0.558]","[0.3908, 0.4491]","[0.4261, 0.3829]","[0.4083, 0.4724]","[0.402, 0.3743]","[0.4214, 0.3203]","[0.4449, 0.3037]","[0.4786, 0.4894]","[0.5047, 0.4019]","[0.5041, 0.4856]","[0.4917, 0.5614]","[0.5435, 0.5149]","[0.5673, 0.4576]","[0.5541, 0.5453]","[0.5352, 0.6089]","[0.6048, 0.5488]","[0.6189, 0.4979]","[0.606, 0.5556]","[0.5917, 0.6022]"
"[0.5225, 0.7362]","[0.4215, 0.6725]","[0.373, 0.5561]","[0.3929, 0.447]","[0.424, 0.3796]","[0.4069, 0.4718]","[0.3993, 0.3705]","[0.4203, 0.3175]","[0.4462, 0.3047]","[0.4775, 0.4872]","[0.5053, 0.402]","[0.5067, 0.4868]","[0.4944, 0.5633]","[0.5429, 0.5113]","[0.5687, 0.4597]","[0.5574, 0.5479]","[0.5379, 0.6122]","[0.6031, 0.5435]","[0.6187, 0.4957]","[0.6076, 0.5544]","[0.5941, 0.6014]"
"[0.5256, 0.7349]","[0.4229, 0.6715]","[0.3726, 0.5567]","[0.3911, 0.4462]","[0.4223, 0.3794]","[0.4064, 0.4704]","[0.3982, 0.3636]","[0.4195, 0.3136]","[0.4458, 0.3078]","[0.4766, 0.4871]","[0.505, 0.4003]","[0.5073, 0.4818]","[0.4944, 0.5589]","[0.5418, 0.5119]","[0.5668, 0.4589]","[0.5569, 0.5445]","[0.5366, 0.6094]","[0.6014, 0.5438]","[0.6172, 0.4944]","[0.6077, 0.5513]","[0.5945, 0.5992]"
"[0.5235, 0.7373]","[0.4212, 0.672]","[0.3691, 0.5576]","[0.3894, 0.4482]","[0.429, 0.3835]","[0.4065, 0.4698]","[0.4001, 0.3651]","[0.4202, 0.3146]","[0.4456, 0.3034]","[0.4773, 0.4871]","[0.5049, 0.4001]","[0.5059, 0.4833]","[0.493, 0.5616]","[0.5427, 0.5132]","[0.567, 0.4578]","[0.5563, 0.5437]","[0.5361, 0.6082]","[0.6028, 0.5466]","[0.6169, 0.4953]","[0.6062, 0.552]","[0.5931, 0.5984]"
"[0.5231, 0.7384]","[0.4183, 0.6692]","[0.3706, 0.5537]","[0.3913, 0.4459]","[0.4238, 0.3823]","[0.4048, 0.4704]","[0.3973, 0.3681]","[0.4161, 0.3164]","[0.4399, 0.305]","[0.4764, 0.4871]","[0.5036, 0.401]","[0.5061, 0.482]","[0.4941, 0.5601]","[0.5426, 0.512]","[0.5668, 0.4578]","[0.5569, 0.5435]","[0.5376, 0.6087]","[0.6027, 0.5443]","[0.6171, 0.4963]","[0.6072, 0.5528]","[0.5951, 0.5992]"
"[0.5232, 0.7386]","[0.4202, 0.6703]","[0.3679, 0.5579]","[0.3878, 0.4523]","[0.4271, 0.393]","[0.4029, 0.4705]","[0.3979, 0.3655]","[0.4168, 0.3146]","[0.4401, 0.3055]","[0.4739, 0.4871]","[0.5018, 0.4006]","[0.5041, 0.4804]","[0.4913, 0.5587]","[0.54, 0.5115]","[0.5644, 0.4605]","[0.5546, 0.5437]","[0.5347, 0.6084]","[0.5998, 0.5434]","[0.615, 0.4942]","[0.6045, 0.5509]","[0.5908, 0.5999]"
"[0.5238, 0.7411]","[0.4191, 0.6705]","[0.3675, 0.5546]","[0.3886, 0.4472]","[0.4298, 0.3839]","[0.4042, 0.4721]","[0.3978, 0.3707]","[0.4167, 0.3189]","[0.4403, 0.3001]","[0.4753, 0.4881]","[0.5033, 0.402]","[0.5052, 0.4819]","[0.4935, 0.56]","[0.5411, 0.5125]","[0.5658, 0.4589]","[0.5553, 0.5429]","[0.5367, 0.6092]","[0.6015, 0.5449]","[0.6157, 0.494]","[0.6049, 0.5505]","[0.5926, 0.5997]"
"[0.5262, 0.7411]","[0.4219, 0.6734]","[0.3693, 0.5592]","[0.3876, 0.4514]","[0.4249, 0.3862]","[0.405, 0.4731]","[0.3973, 0.3743]","[0.416, 0.3218]","[0.4407, 0.3017]","[0.476, 0.4878]","[0.5045, 0.4033]","[0.5078, 0.4847]","[0.4985, 0.5626]","[0.5417, 0.5119]","[0.5682, 0.4587]","[0.558, 0.5441]","[0.5405, 0.6101]","[0.6025, 0.5451]","[0.6186, 0.4941]","[0.6073, 0.5519]","[0.5946, 0.6016]"
"[0.5239, 0.7357]","[0.4217, 0.6696]","[0.3706, 0.5569]","[0.388, 0.4496]","[0.4242, 0.3859]","[0.4037, 0.4711]","[0.397, 0.3738]","[0.4161, 0.3209]","[0.4416, 0.3009]","[0.4759, 0.4856]","[0.5037, 0.4008]","[0.5056, 0.4827]","[0.4957, 0.5621]","[0.5427, 0.51]","[0.5666, 0.4578]","[0.5566, 0.5437]","[0.5395, 0.61]","[0.6031, 0.5436]","[0.6175, 0.4928]","[0.6056, 0.551]","[0.5932, 0.6007]"
"[0.5245, 0.736]","[0.4216, 0.6716]","[0.3719, 0.5581]","[0.3904, 0.4493]","[0.4236, 0.384]","[0.4036, 0.471]","[0.397, 0.3733]","[0.4167, 0.3189]","[0.4423, 0.301]","[0.4757, 0.4854]","[0.5034, 0.4011]","[0.5051, 0.4829]","[0.4944, 0.5604]","[0.5419, 0.5092]","[0.5667, 0.4582]","[0.5568, 0.5444]","[0.54, 0.609]","[0.6025, 0.5418]","[0.6178, 0.4934]","[0.6074, 0.5526]","[0.5957, 0.6008]"
"[0.5275, 0.7395]","[0.4267, 0.6734]","[0.3761, 0.559]","[0.3922, 0.4489]","[0.4254, 0.3781]","[0.4038, 0.4688]","[0.3974, 0.367]","[0.4184, 0.3127]","[0.4455, 0.2984]","[0.476, 0.4835]","[0.5054, 0.3998]","[0.5054, 0.4878]","[0.4911, 0.5611]","[0.5419, 0.5073]","[0.5696, 0.4552]","[0.5569, 0.546]","[0.5365, 0.6065]","[0.6023, 0.54]","[0.6207, 0.4944]","[0.6093, 0.5561]","[0.5946, 0.5997]"
