[0.8325, 1.0],[0.5836, 0.9536],[0.4598, 0.7903],[0.3762, 0.6481],[0.3913, 0.5117],[0.8256, 0.4632],[0.7464, 0.2239],[0.5792, 0.1648],[0.4535, 0.1924],[0.8859, 0.4703],[0.5226, 0.4155],[0.4912, 0.6139],[0.5943, 0.6616],[0.8878, 0.5149],[0.5138, 0.5156],[0.5057, 0.6909],[0.6087, 0.7164],[0.8463, 0.5926],[0.5396, 0.5937],[0.5396, 0.7199],[0.6377, 0.7563]
[0.8916, 1.0],[0.6037, 0.9642],[0.4635, 0.8055],[0.3686, 0.6591],[0.39, 0.5191],[0.8218, 0.4537],[0.7301, 0.2072],[0.5654, 0.1521],[0.4327, 0.1977],[0.8935, 0.4675],[0.5157, 0.4159],[0.4818, 0.6131],[0.5855, 0.6835],[0.8985, 0.5141],[0.5063, 0.511],[0.5075, 0.687],[0.61, 0.7281],[0.8526, 0.587],[0.5371, 0.594],[0.5478, 0.722],[0.6446, 0.7602]
[0.8979, 1.0],[0.6056, 0.9826],[0.4767, 0.8073],[0.3749, 0.657],[0.3674, 0.5156],[0.8269, 0.4678],[0.7338, 0.2147],[0.5629, 0.1638],[0.4277, 0.2037],[0.8954, 0.4788],[0.5176, 0.4155],[0.4799, 0.6085],[0.5729, 0.6846],[0.896, 0.5251],[0.5107, 0.5187],[0.5088, 0.6962],[0.6037, 0.7372],[0.8451, 0.5951],[0.5415, 0.5976],[0.5528, 0.7263],[0.6452, 0.7638]
[0.8985, 1.0],[0.6031, 0.9855],[0.4749, 0.8069],[0.3755, 0.6559],[0.3636, 0.5159],[0.825, 0.4668],[0.7338, 0.2157],[0.5647, 0.1701],[0.4277, 0.2136],[0.8941, 0.4738],[0.5101, 0.4183],[0.4818, 0.6131],[0.5729, 0.6941],[0.8979, 0.5191],[0.5044, 0.5191],[0.5126, 0.7012],[0.605, 0.7461],[0.8495, 0.5923],[0.5383, 0.6061],[0.5553, 0.7376],[0.6471, 0.774]
[0.9035, 1.0],[0.605, 0.9957],[0.4749, 0.8161],[0.3762, 0.6616],[0.3636, 0.5198],[0.8243, 0.4731],[0.737, 0.2196],[0.5685, 0.1701],[0.4315, 0.2118],[0.8954, 0.4791],[0.5119, 0.4187],[0.4818, 0.6146],[0.5723, 0.6952],[0.901, 0.524],[0.5088, 0.5226],[0.5157, 0.7061],[0.6087, 0.75],[0.8533, 0.5976],[0.544, 0.6117],[0.5635, 0.7447],[0.6584, 0.7783]
[0.9142, 1.0],[0.6119, 0.9975],[0.4799, 0.8207],[0.3781, 0.6655],[0.3667, 0.5233],[0.8375, 0.4791],[0.7414, 0.2246],[0.5735, 0.1751],[0.4359, 0.2161],[0.9048, 0.4841],[0.5163, 0.4151],[0.4874, 0.6142],[0.5805, 0.6945],[0.9073, 0.5265],[0.5113, 0.5212],[0.5226, 0.709],[0.6188, 0.7517],[0.8558, 0.5972],[0.5465, 0.6124],[0.5729, 0.7475],[0.6741, 0.7783]
[0.918, 1.0],[0.6144, 0.9936],[0.4799, 0.8179],[0.3787, 0.6623],[0.3755, 0.5212],[0.8369, 0.4756],[0.7414, 0.2274],[0.5735, 0.1768],[0.4346, 0.2179],[0.9067, 0.4813],[0.522, 0.4141],[0.4981, 0.6139],[0.593, 0.6906],[0.9105, 0.5251],[0.5138, 0.5205],[0.527, 0.7068],[0.6251, 0.7464],[0.8583, 0.5969],[0.5453, 0.6128],[0.571, 0.7464],[0.6716, 0.7761]
[0.918, 1.0],[0.6119, 0.9883],[0.4767, 0.8083],[0.3762, 0.6538],[0.3812, 0.5156],[0.8344, 0.4749],[0.7433, 0.2278],[0.5748, 0.1775],[0.4346, 0.2175],[0.9061, 0.482],[0.5239, 0.4155],[0.4994, 0.6163],[0.5955, 0.6948],[0.9123, 0.5276],[0.5157, 0.5198],[0.5283, 0.7044],[0.6263, 0.7457],[0.8608, 0.6015],[0.5453, 0.611],[0.5704, 0.7429],[0.6716, 0.774]
[0.9193, 1.0],[0.6138, 0.9893],[0.4786, 0.8101],[0.3768, 0.6559],[0.3781, 0.5159],[0.8401, 0.4752],[0.7464, 0.2274],[0.5767, 0.1782],[0.434, 0.2157],[0.9098, 0.4816],[0.5233, 0.4173],[0.4981, 0.6192],[0.5911, 0.7015],[0.913, 0.5262],[0.5163, 0.5212],[0.5302, 0.7079],[0.6257, 0.7539],[0.8589, 0.5994],[0.549, 0.6131],[0.5742, 0.7461],[0.6716, 0.7811]
[0.9174, 1.0],[0.6113, 0.9872],[0.4742, 0.8076],[0.3743, 0.651],[0.3825, 0.5131],[0.8369, 0.4728],[0.742, 0.2235],[0.5723, 0.1761],[0.4315, 0.2189],[0.9092, 0.4798],[0.5233, 0.4166],[0.4981, 0.6177],[0.5918, 0.698],[0.9136, 0.5233],[0.517, 0.5209],[0.5295, 0.7065],[0.6263, 0.7493],[0.8608, 0.5951],[0.5478, 0.6117],[0.5723, 0.7447],[0.671, 0.7765]
[0.9123, 1.0],[0.6113, 0.9893],[0.4742, 0.8101],[0.3749, 0.6531],[0.3793, 0.5152],[0.835, 0.471],[0.7407, 0.2193],[0.5723, 0.1737],[0.4353, 0.2193],[0.9079, 0.4781],[0.5239, 0.4113],[0.4987, 0.611],[0.5924, 0.6881],[0.913, 0.5223],[0.5163, 0.5177],[0.5283, 0.703],[0.6232, 0.7433],[0.8608, 0.594],[0.5465, 0.6096],[0.5704, 0.7426],[0.6678, 0.7722]
[0.9117, 1.0],[0.6138, 0.9915],[0.4799, 0.8118],[0.3793, 0.6552],[0.3749, 0.5113],[0.8363, 0.4721],[0.7433, 0.214],[0.5729, 0.1712],[0.4378, 0.22],[0.9067, 0.4777],[0.5245, 0.4102],[0.4981, 0.6082],[0.5924, 0.686],[0.9098, 0.5209],[0.5163, 0.5159],[0.5289, 0.7015],[0.6245, 0.7433],[0.8577, 0.5905],[0.5478, 0.6061],[0.571, 0.7401],[0.6678, 0.7712]
[0.9086, 1.0],[0.6119, 0.9886],[0.4805, 0.8076],[0.3793, 0.6542],[0.3762, 0.5141],[0.835, 0.4678],[0.737, 0.2108],[0.5685, 0.1708],[0.4365, 0.2186],[0.9017, 0.477],[0.522, 0.4162],[0.4893, 0.6093],[0.5786, 0.6899],[0.8998, 0.523],[0.5145, 0.5212],[0.5214, 0.7012],[0.6131, 0.7464],[0.8438, 0.5937],[0.5459, 0.605],[0.5622, 0.7372],[0.6521, 0.7751]
[0.9117, 1.0],[0.6113, 0.9897],[0.4799, 0.8108],[0.3793, 0.6584],[0.373, 0.5187],[0.8294, 0.4643],[0.7326, 0.2097],[0.5635, 0.1701],[0.4302, 0.2182],[0.8991, 0.4728],[0.5195, 0.4137],[0.4855, 0.6085],[0.5729, 0.6913],[0.901, 0.5187],[0.5132, 0.5194],[0.5214, 0.7012],[0.6113, 0.7489],[0.8501, 0.5919],[0.5484, 0.6089],[0.5666, 0.7397],[0.6559, 0.7758]
[0.9105, 1.0],[0.6131, 0.9904],[0.4793, 0.8108],[0.3768, 0.6573],[0.3724, 0.5141],[0.8338, 0.4654],[0.7363, 0.2094],[0.5641, 0.1687],[0.4315, 0.2179],[0.9017, 0.4742],[0.5195, 0.4134],[0.4874, 0.6085],[0.5786, 0.6885],[0.9023, 0.5205],[0.5132, 0.5194],[0.522, 0.7005],[0.6157, 0.7447],[0.8501, 0.5933],[0.5465, 0.6093],[0.566, 0.7401],[0.659, 0.7747]
[0.913, 1.0],[0.6169, 0.9939],[0.483, 0.8122],[0.3787, 0.657],[0.3693, 0.5131],[0.835, 0.4646],[0.7338, 0.2069],[0.5622, 0.1691],[0.4302, 0.22],[0.9029, 0.4742],[0.5195, 0.4159],[0.4868, 0.6103],[0.5773, 0.6934],[0.9035, 0.5226],[0.5145, 0.5223],[0.5226, 0.7033],[0.615, 0.7503],[0.8507, 0.5969],[0.5503, 0.61],[0.5685, 0.7408],[0.659, 0.7783]
[0.9123, 1.0],[0.6157, 0.9918],[0.4824, 0.8108],[0.3806, 0.6566],[0.3718, 0.5131],[0.835, 0.4643],[0.7326, 0.2083],[0.5629, 0.1694],[0.4321, 0.2207],[0.901, 0.4752],[0.5201, 0.4144],[0.4881, 0.6071],[0.5779, 0.687],[0.8998, 0.5233],[0.5138, 0.523],[0.5226, 0.7005],[0.6144, 0.7436],[0.8451, 0.5958],[0.5484, 0.6093],[0.5666, 0.738],[0.6565, 0.7712]
[0.913, 1.0],[0.6125, 0.9876],[0.4799, 0.8094],[0.3768, 0.6559],[0.3724, 0.5127],[0.8331, 0.4646],[0.7338, 0.2076],[0.5629, 0.1683],[0.4302, 0.2196],[0.9017, 0.476],[0.5233, 0.4148],[0.4918, 0.6082],[0.5823, 0.6885],[0.9017, 0.5244],[0.5151, 0.5209],[0.5233, 0.7001],[0.6163, 0.7454],[0.8476, 0.5972],[0.5478, 0.6093],[0.5673, 0.7394],[0.6597, 0.7747]
[0.9167, 1.0],[0.6144, 0.99],[0.4786, 0.8087],[0.3762, 0.6534],[0.3718, 0.5099],[0.8281, 0.4636],[0.7313, 0.2065],[0.5616, 0.1673],[0.4296, 0.2193],[0.8985, 0.4735],[0.5195, 0.4144],[0.4912, 0.6089],[0.5842, 0.6877],[0.8998, 0.5216],[0.5132, 0.5212],[0.5226, 0.7012],[0.6175, 0.744],[0.847, 0.5948],[0.5459, 0.6093],[0.566, 0.7394],[0.6603, 0.7722]
[0.9105, 1.0],[0.6113, 0.9872],[0.4793, 0.809],[0.3762, 0.6556],[0.3711, 0.5124],[0.8325, 0.4654],[0.7307, 0.2076],[0.5603, 0.1683],[0.4277, 0.221],[0.9004, 0.4742],[0.517, 0.4127],[0.4887, 0.6078],[0.5811, 0.687],[0.9004, 0.5205],[0.5113, 0.5173],[0.5201, 0.6998],[0.6138, 0.7436],[0.8457, 0.5916],[0.5434, 0.6061],[0.5622, 0.7383],[0.6553, 0.7715]
