[0.4736, 0.7998],[0.4495, 0.7782],[0.4421, 0.7289],[0.4551, 0.6929],[0.4683, 0.6736],[0.4448, 0.7037],[0.4457, 0.6628],[0.4507, 0.6801],[0.4526, 0.706],[0.4611, 0.7037],[0.4636, 0.653],[0.4641, 0.6748],[0.4623, 0.704],[0.4751, 0.7117],[0.4765, 0.6873],[0.4734, 0.7233],[0.4703, 0.7509],[0.4894, 0.7257],[0.4875, 0.7042],[0.485, 0.7294],[0.4829, 0.75]
[0.4719, 0.8078],[0.4495, 0.7824],[0.4422, 0.736],[0.4551, 0.6985],[0.468, 0.6749],[0.4454, 0.706],[0.4451, 0.6606],[0.45, 0.6752],[0.4521, 0.7024],[0.4612, 0.7062],[0.4642, 0.6541],[0.4652, 0.6732],[0.4641, 0.7031],[0.4755, 0.715],[0.4771, 0.691],[0.4736, 0.7253],[0.4697, 0.7536],[0.4891, 0.7286],[0.4883, 0.706],[0.4857, 0.729],[0.483, 0.7494]
[0.472, 0.8097],[0.4492, 0.7837],[0.4417, 0.737],[0.4541, 0.698],[0.4669, 0.674],[0.4453, 0.7071],[0.4447, 0.6604],[0.4498, 0.6753],[0.4523, 0.702],[0.4611, 0.7071],[0.4646, 0.653],[0.4651, 0.6737],[0.4635, 0.7045],[0.4752, 0.7156],[0.4772, 0.6907],[0.4732, 0.7262],[0.4691, 0.7547],[0.4887, 0.7287],[0.4878, 0.7059],[0.485, 0.7299],[0.4826, 0.7508]
[0.472, 0.8103],[0.4491, 0.7816],[0.4419, 0.7363],[0.4544, 0.6981],[0.4669, 0.6739],[0.4456, 0.7066],[0.4454, 0.6595],[0.4508, 0.6737],[0.4532, 0.701],[0.4613, 0.7076],[0.4652, 0.6538],[0.466, 0.6736],[0.4644, 0.7045],[0.4754, 0.7166],[0.4776, 0.6905],[0.4736, 0.725],[0.4691, 0.7542],[0.4889, 0.7299],[0.4882, 0.7063],[0.485, 0.7298],[0.4821, 0.7514]
[0.4714, 0.8097],[0.4479, 0.7802],[0.4408, 0.7333],[0.4533, 0.6964],[0.4656, 0.6737],[0.4454, 0.7057],[0.4452, 0.659],[0.4503, 0.6741],[0.4526, 0.7012],[0.4612, 0.7069],[0.4651, 0.6534],[0.4659, 0.6746],[0.464, 0.7059],[0.4752, 0.7162],[0.4776, 0.6901],[0.4736, 0.7243],[0.4691, 0.7532],[0.4885, 0.7301],[0.4882, 0.7067],[0.485, 0.7304],[0.4818, 0.7518]
[0.4714, 0.8103],[0.4477, 0.7811],[0.44, 0.733],[0.4516, 0.6952],[0.4647, 0.6731],[0.4446, 0.7054],[0.4442, 0.6584],[0.4496, 0.6727],[0.4519, 0.7],[0.4601, 0.7066],[0.4644, 0.6533],[0.4658, 0.6747],[0.4642, 0.7063],[0.4742, 0.7159],[0.4771, 0.6903],[0.4736, 0.7245],[0.4693, 0.7533],[0.4876, 0.7298],[0.4878, 0.7068],[0.485, 0.7303],[0.4822, 0.7517]
[0.473, 0.8119],[0.4494, 0.7833],[0.4416, 0.736],[0.4532, 0.6971],[0.4663, 0.673],[0.4463, 0.7074],[0.4454, 0.6593],[0.4505, 0.6728],[0.4525, 0.7008],[0.4617, 0.7085],[0.4649, 0.6542],[0.4663, 0.6737],[0.4648, 0.7046],[0.4759, 0.7178],[0.4771, 0.6916],[0.4739, 0.7249],[0.47, 0.7536],[0.4896, 0.7314],[0.4886, 0.7061],[0.4863, 0.7281],[0.4839, 0.7496]
[0.4739, 0.8142],[0.4505, 0.7847],[0.443, 0.738],[0.4547, 0.6982],[0.4664, 0.6723],[0.4475, 0.7082],[0.4469, 0.66],[0.4522, 0.674],[0.4548, 0.7011],[0.4631, 0.7091],[0.4668, 0.6544],[0.4682, 0.6742],[0.4669, 0.7052],[0.4773, 0.718],[0.4793, 0.6917],[0.476, 0.7258],[0.472, 0.7553],[0.4908, 0.7313],[0.4906, 0.706],[0.4884, 0.729],[0.4859, 0.7511]
[0.4742, 0.814],[0.4519, 0.7836],[0.4453, 0.7363],[0.4581, 0.6987],[0.47, 0.6741],[0.4476, 0.7071],[0.4472, 0.6594],[0.4521, 0.6765],[0.455, 0.7031],[0.4635, 0.7078],[0.4679, 0.6533],[0.4679, 0.6754],[0.4663, 0.7053],[0.4782, 0.7168],[0.4799, 0.6904],[0.4757, 0.7256],[0.4719, 0.753],[0.4918, 0.7308],[0.4906, 0.7069],[0.487, 0.7315],[0.4848, 0.7525]
[0.4742, 0.8143],[0.4532, 0.7836],[0.4472, 0.7372],[0.4594, 0.6992],[0.4699, 0.6727],[0.4475, 0.7074],[0.4474, 0.6601],[0.4527, 0.6764],[0.4555, 0.7037],[0.4635, 0.708],[0.4674, 0.6524],[0.4679, 0.6737],[0.4663, 0.7046],[0.4782, 0.7173],[0.4805, 0.6918],[0.477, 0.7272],[0.4727, 0.7547],[0.4918, 0.7317],[0.491, 0.7074],[0.4886, 0.7318],[0.4866, 0.7526]
[0.4739, 0.8119],[0.4521, 0.7797],[0.4465, 0.7338],[0.4593, 0.6976],[0.4704, 0.6735],[0.4481, 0.7046],[0.4484, 0.6594],[0.453, 0.6761],[0.4554, 0.7025],[0.4643, 0.7056],[0.4685, 0.6514],[0.4682, 0.6734],[0.4664, 0.7046],[0.4793, 0.715],[0.481, 0.6909],[0.4769, 0.7266],[0.4731, 0.7542],[0.4929, 0.7295],[0.491, 0.7076],[0.4878, 0.7332],[0.4859, 0.754]
[0.4747, 0.8116],[0.4529, 0.7793],[0.4477, 0.7326],[0.4606, 0.6959],[0.4716, 0.6714],[0.4478, 0.7044],[0.4481, 0.6592],[0.4536, 0.6751],[0.4561, 0.702],[0.4639, 0.7056],[0.4679, 0.6519],[0.4685, 0.6736],[0.4669, 0.7048],[0.4787, 0.7153],[0.4812, 0.6911],[0.4775, 0.726],[0.4731, 0.7536],[0.4919, 0.73],[0.4917, 0.7071],[0.4889, 0.732],[0.4861, 0.7536]
[0.4751, 0.8107],[0.4521, 0.7794],[0.4453, 0.7343],[0.4572, 0.6975],[0.4705, 0.6744],[0.4486, 0.7057],[0.4485, 0.6603],[0.4534, 0.6743],[0.4557, 0.7008],[0.4643, 0.7066],[0.4681, 0.6527],[0.4685, 0.6729],[0.4667, 0.7039],[0.4788, 0.7161],[0.4807, 0.6924],[0.4766, 0.7267],[0.4724, 0.7543],[0.4922, 0.7303],[0.4908, 0.7078],[0.4878, 0.7309],[0.485, 0.7515]
[0.4742, 0.8114],[0.4516, 0.7804],[0.4452, 0.7355],[0.4583, 0.6984],[0.4707, 0.6748],[0.4489, 0.7063],[0.4482, 0.6599],[0.4532, 0.6749],[0.4556, 0.701],[0.4645, 0.7077],[0.4684, 0.6534],[0.4691, 0.6737],[0.4677, 0.7039],[0.4787, 0.7173],[0.4808, 0.6918],[0.4765, 0.7264],[0.4725, 0.755],[0.4923, 0.7319],[0.4912, 0.707],[0.4879, 0.7312],[0.4853, 0.7534]
[0.4744, 0.8106],[0.4515, 0.7791],[0.4448, 0.7341],[0.4576, 0.6968],[0.4701, 0.6721],[0.4486, 0.7053],[0.4482, 0.6601],[0.4532, 0.6769],[0.4558, 0.7032],[0.4642, 0.7066],[0.4677, 0.6524],[0.4679, 0.6736],[0.4664, 0.7046],[0.4786, 0.716],[0.4803, 0.6907],[0.476, 0.7258],[0.472, 0.7545],[0.4923, 0.7305],[0.4905, 0.7065],[0.4873, 0.7318],[0.4851, 0.7542]
[0.4748, 0.8127],[0.4523, 0.783],[0.4448, 0.7371],[0.4562, 0.698],[0.4679, 0.6715],[0.448, 0.706],[0.4477, 0.66],[0.4532, 0.6763],[0.4558, 0.7031],[0.4637, 0.7071],[0.4674, 0.6528],[0.468, 0.6739],[0.4667, 0.7048],[0.4782, 0.7167],[0.48, 0.6917],[0.4763, 0.7268],[0.4725, 0.7547],[0.4918, 0.7314],[0.4905, 0.7066],[0.4877, 0.7315],[0.4855, 0.7533]
[0.4746, 0.8131],[0.4527, 0.7836],[0.4457, 0.7378],[0.458, 0.6992],[0.4697, 0.673],[0.4478, 0.7072],[0.4476, 0.6597],[0.4533, 0.6752],[0.4558, 0.7021],[0.4636, 0.708],[0.467, 0.6533],[0.4686, 0.6742],[0.4676, 0.7049],[0.4782, 0.7168],[0.4803, 0.6914],[0.4771, 0.7271],[0.473, 0.7558],[0.4917, 0.7305],[0.4909, 0.706],[0.4884, 0.7314],[0.4861, 0.7536]
[0.475, 0.8134],[0.4524, 0.7839],[0.4452, 0.7365],[0.4577, 0.6971],[0.4696, 0.6711],[0.4481, 0.7066],[0.4476, 0.6597],[0.4531, 0.6775],[0.4556, 0.7039],[0.4638, 0.7074],[0.4668, 0.6527],[0.4678, 0.6761],[0.4665, 0.7071],[0.4782, 0.7163],[0.4803, 0.6907],[0.4767, 0.7271],[0.4726, 0.7553],[0.4918, 0.7303],[0.491, 0.7063],[0.4882, 0.7315],[0.4859, 0.7528]
[0.4751, 0.8136],[0.4521, 0.7836],[0.4453, 0.736],[0.458, 0.698],[0.4703, 0.6732],[0.4481, 0.7065],[0.4473, 0.6596],[0.4526, 0.6757],[0.4552, 0.7023],[0.4637, 0.7073],[0.4673, 0.6533],[0.468, 0.6757],[0.4665, 0.707],[0.4782, 0.7163],[0.4804, 0.6911],[0.4764, 0.7269],[0.472, 0.7559],[0.4916, 0.7303],[0.4911, 0.7064],[0.4879, 0.731],[0.4852, 0.7529]
[0.4752, 0.8121],[0.4521, 0.7826],[0.4452, 0.7359],[0.4576, 0.6976],[0.4697, 0.6727],[0.4483, 0.7058],[0.4476, 0.6595],[0.4532, 0.6763],[0.4557, 0.7026],[0.4639, 0.7069],[0.4672, 0.6532],[0.4682, 0.6755],[0.4669, 0.7063],[0.4783, 0.7159],[0.4807, 0.6917],[0.4767, 0.7273],[0.4721, 0.7555],[0.4916, 0.7298],[0.4912, 0.7069],[0.488, 0.7315],[0.485, 0.753]
[0.4751, 0.8124],[0.4522, 0.7825],[0.4453, 0.7364],[0.4582, 0.6981],[0.4701, 0.6734],[0.4481, 0.706],[0.4476, 0.6599],[0.4531, 0.6763],[0.4556, 0.7023],[0.4638, 0.7071],[0.4673, 0.6535],[0.4683, 0.6761],[0.467, 0.7071],[0.4782, 0.7161],[0.4804, 0.6915],[0.4767, 0.727],[0.4725, 0.7554],[0.4916, 0.7298],[0.4911, 0.7066],[0.4883, 0.7309],[0.4857, 0.7523]
[0.4754, 0.8124],[0.4527, 0.7845],[0.4446, 0.7396],[0.4548, 0.6993],[0.4654, 0.672],[0.4476, 0.7062],[0.4474, 0.6601],[0.4531, 0.6759],[0.4556, 0.7019],[0.4632, 0.7073],[0.4666, 0.6532],[0.468, 0.675],[0.4669, 0.7055],[0.4776, 0.7163],[0.4799, 0.6918],[0.4765, 0.7269],[0.4724, 0.7547],[0.4911, 0.7301],[0.4906, 0.7074],[0.4877, 0.7325],[0.4848, 0.7541]
[0.4742, 0.812],[0.4514, 0.7841],[0.4434, 0.7393],[0.4538, 0.7],[0.4648, 0.6736],[0.4475, 0.7064],[0.4471, 0.6597],[0.4527, 0.6738],[0.4552, 0.6997],[0.4629, 0.7077],[0.4671, 0.6542],[0.4684, 0.6735],[0.4672, 0.703],[0.477, 0.717],[0.4798, 0.6918],[0.476, 0.7263],[0.4718, 0.7544],[0.4904, 0.7313],[0.4906, 0.7068],[0.4875, 0.7305],[0.4844, 0.7524]
[0.4738, 0.8114],[0.451, 0.7836],[0.4437, 0.7377],[0.4561, 0.6994],[0.468, 0.6746],[0.4467, 0.7067],[0.4465, 0.6602],[0.4521, 0.6756],[0.4547, 0.7019],[0.4624, 0.7072],[0.4663, 0.6533],[0.4676, 0.6743],[0.4662, 0.7048],[0.4767, 0.7158],[0.4792, 0.6917],[0.4758, 0.7268],[0.4716, 0.7553],[0.4901, 0.7293],[0.49, 0.7054],[0.4878, 0.7292],[0.4854, 0.7505]
[0.4731, 0.8116],[0.4501, 0.7821],[0.4425, 0.7355],[0.4539, 0.6974],[0.4665, 0.6735],[0.4459, 0.7054],[0.4459, 0.66],[0.4514, 0.6766],[0.4538, 0.7034],[0.4616, 0.706],[0.4651, 0.6527],[0.466, 0.6746],[0.4644, 0.7054],[0.4761, 0.7147],[0.4782, 0.69],[0.4747, 0.725],[0.4705, 0.7531],[0.4895, 0.7288],[0.489, 0.7051],[0.4861, 0.7287],[0.4829, 0.7498]
[0.4733, 0.8122],[0.4507, 0.7832],[0.4436, 0.7358],[0.4559, 0.698],[0.4687, 0.6741],[0.4454, 0.7058],[0.445, 0.6599],[0.45, 0.6765],[0.4526, 0.7032],[0.4613, 0.707],[0.465, 0.6539],[0.4657, 0.6759],[0.4644, 0.7066],[0.476, 0.7163],[0.4782, 0.6913],[0.4742, 0.7255],[0.4699, 0.7531],[0.4893, 0.7309],[0.4888, 0.7068],[0.4854, 0.7306],[0.4823, 0.7519]
[0.4725, 0.8121],[0.4493, 0.7823],[0.442, 0.7348],[0.455, 0.6975],[0.4683, 0.6742],[0.4453, 0.7049],[0.4449, 0.6601],[0.4501, 0.678],[0.4528, 0.7044],[0.4612, 0.7059],[0.4644, 0.6528],[0.4648, 0.6751],[0.4635, 0.7057],[0.476, 0.715],[0.4775, 0.6908],[0.4733, 0.726],[0.4692, 0.7539],[0.4896, 0.7298],[0.4877, 0.7073],[0.484, 0.7315],[0.4813, 0.7527]
[0.4728, 0.8127],[0.4499, 0.7825],[0.4428, 0.7351],[0.4555, 0.6969],[0.4686, 0.6728],[0.4449, 0.7066],[0.4447, 0.6598],[0.4499, 0.6752],[0.4524, 0.7018],[0.4607, 0.7074],[0.464, 0.6528],[0.4651, 0.6732],[0.4641, 0.7043],[0.4753, 0.7162],[0.4772, 0.6912],[0.4737, 0.7263],[0.4697, 0.7553],[0.4886, 0.7296],[0.4876, 0.7064],[0.4847, 0.7309],[0.4821, 0.7532]
[0.4727, 0.8128],[0.4499, 0.7835],[0.4426, 0.7361],[0.4554, 0.6975],[0.4683, 0.6723],[0.4449, 0.7062],[0.4447, 0.6596],[0.4499, 0.6754],[0.4526, 0.7026],[0.4609, 0.7071],[0.4641, 0.6533],[0.4653, 0.6738],[0.4644, 0.7046],[0.4756, 0.7161],[0.4776, 0.6916],[0.474, 0.7266],[0.4698, 0.7556],[0.4889, 0.7297],[0.488, 0.7066],[0.4852, 0.7308],[0.4826, 0.7525]
[0.4731, 0.8132],[0.4509, 0.7843],[0.4441, 0.7373],[0.4567, 0.6975],[0.4687, 0.6708],[0.4453, 0.706],[0.4453, 0.6595],[0.4505, 0.6767],[0.453, 0.7037],[0.4612, 0.7071],[0.464, 0.6531],[0.4653, 0.6749],[0.4645, 0.7059],[0.4758, 0.7157],[0.4776, 0.6913],[0.4743, 0.7269],[0.4703, 0.7556],[0.4889, 0.7292],[0.4882, 0.7055],[0.4856, 0.7305],[0.4833, 0.7526]
[0.4736, 0.8122],[0.4513, 0.7831],[0.444, 0.7371],[0.4557, 0.6974],[0.4675, 0.6707],[0.4458, 0.706],[0.4451, 0.6595],[0.4505, 0.6757],[0.4532, 0.7023],[0.4613, 0.7073],[0.4639, 0.6532],[0.4653, 0.6742],[0.4645, 0.7046],[0.4758, 0.7167],[0.4777, 0.6917],[0.4742, 0.7264],[0.4699, 0.7547],[0.4889, 0.7309],[0.4884, 0.707],[0.4853, 0.7314],[0.4821, 0.7538]
[0.4731, 0.8122],[0.451, 0.7822],[0.4442, 0.7363],[0.4567, 0.6976],[0.4692, 0.6723],[0.4462, 0.706],[0.4453, 0.6599],[0.4505, 0.6755],[0.4531, 0.7031],[0.462, 0.7076],[0.4645, 0.6535],[0.4657, 0.6743],[0.4648, 0.7058],[0.4766, 0.7173],[0.4783, 0.6926],[0.4747, 0.7273],[0.4703, 0.7559],[0.4899, 0.732],[0.4889, 0.7081],[0.4858, 0.7324],[0.4828, 0.7544]
[0.4736, 0.8127],[0.4512, 0.7847],[0.4435, 0.7382],[0.4546, 0.6982],[0.4665, 0.6719],[0.4459, 0.7075],[0.445, 0.6606],[0.4504, 0.6758],[0.4528, 0.7024],[0.4615, 0.7077],[0.464, 0.6526],[0.4648, 0.673],[0.4638, 0.7039],[0.4758, 0.7166],[0.4777, 0.6924],[0.4744, 0.727],[0.4707, 0.7553],[0.489, 0.7301],[0.4883, 0.7066],[0.4858, 0.73],[0.4835, 0.7513]
[0.4731, 0.8136],[0.4506, 0.7854],[0.443, 0.7394],[0.4544, 0.6998],[0.4659, 0.6734],[0.4461, 0.7083],[0.445, 0.6605],[0.4506, 0.677],[0.4532, 0.7043],[0.4617, 0.7091],[0.4647, 0.6543],[0.4662, 0.6755],[0.4648, 0.7062],[0.4761, 0.718],[0.4782, 0.6925],[0.4751, 0.7281],[0.471, 0.757],[0.4895, 0.7317],[0.4887, 0.7082],[0.4862, 0.7325],[0.4836, 0.7542]
